:START_ID(Player),:END_ID(Position)
Q19680145,Q222052
Q16106915,Q222052
Q23542695,Q212413
Q56253652,Q222052
Q28741203,Q212413
Q28839932,Q212413
Q16622999,Q222052
Q19979256,Q212413
Q3696465,Q222052
Q28940965,Q212413
Q3718626,Q222052
Q3718942,Q222052
Q3732106,Q222052
Q3759419,Q222052
Q3776407,Q222052
Q3801802,Q222052
Q3808314,Q222052
Q3808347,Q222052
Q3808350,Q222052
Q3808369,Q222052
Q3809157,Q222052
Q3814315,Q222052
Q3814856,Q222052
Q3830841,Q222052
Q3857402,Q222052
Q3929805,Q222052
Q3929811,Q222052
Q3934744,Q222052
Q3952849,Q222052
Q3973381,Q222052
Q3984805,Q222052
Q3992169,Q222052
Q3992442,Q222052
Q3992513,Q222052
Q2068145,Q212413
Q26254277,Q222052
Q2273690,Q212413
Q2336889,Q212413
Q2337476,Q212413
Q2345204,Q212413
Q2352855,Q212413
Q2398280,Q212413
Q2422043,Q212413
Q2453176,Q212413
Q21063118,Q212413
Q2556925,Q212413
Q2558920,Q212413
Q2566731,Q212413
Q2566735,Q212413
Q2573224,Q212413
Q2575239,Q212413
Q2620823,Q212413
Q2640578,Q212413
Q2699075,Q212413
Q2724813,Q212413
Q18129444,Q222052
Q2959477,Q212413
Q3080302,Q212413
Q3080666,Q212413
Q3414516,Q212413
Q3445677,Q212413
Q3082506,Q212413
Q3179708,Q212413
Q14327036,Q222052
Q18808321,Q222052
Q3607477,Q212413
Q3638842,Q212413
Q3639987,Q212413
Q22958459,Q222052
Q3559659,Q212413
Q3641291,Q212413
Q3641360,Q212413
Q3666689,Q212413
Q3675471,Q212413
Q3701018,Q212413
Q3703027,Q212413
Q3703054,Q212413
Q3706957,Q212413
Q3729082,Q212413
Q3746815,Q212413
Q3751916,Q212413
Q3760618,Q212413
Q3775764,Q212413
Q3776411,Q212413
Q3805795,Q212413
Q3809081,Q212413
Q3809172,Q212413
Q3809213,Q212413
Q3809519,Q212413
Q3809703,Q212413
Q3809921,Q212413
Q3814332,Q212413
Q3814492,Q212413
Q22907111,Q212413
Q22959105,Q212413
Q144703,Q222052
Q211876,Q222052
Q270981,Q222052
Q316256,Q222052
Q326355,Q222052
Q354914,Q222052
Q357757,Q222052
Q358093,Q222052
Q358723,Q222052
Q361134,Q222052
Q364321,Q222052
Q380018,Q222052
Q384545,Q222052
Q6390069,Q222052
Q505500,Q222052
Q507094,Q222052
Q521859,Q222052
Q524908,Q222052
Q539560,Q222052
Q548735,Q222052
Q552014,Q222052
Q553505,Q222052
Q557508,Q222052
Q558601,Q222052
Q562764,Q222052
Q591020,Q222052
Q598415,Q222052
Q617619,Q222052
Q628422,Q222052
Q641523,Q222052
Q715618,Q222052
Q736301,Q222052
Q767622,Q222052
Q948037,Q222052
Q961491,Q222052
Q964976,Q222052
Q967072,Q222052
Q19665350,Q222052
Q1132738,Q222052
Q1170394,Q222052
Q28731753,Q222052
Q1277708,Q222052
Q14324145,Q222052
Q1392517,Q222052
Q2566744,Q222052
Q2575210,Q222052
Q2609883,Q222052
Q2626273,Q222052
Q2713072,Q222052
Q2737145,Q222052
Q20710148,Q222052
Q20714917,Q222052
Q47073,Q222052
Q10917065,Q222052
Q3856917,Q222052
Q3874076,Q222052
Q3874306,Q222052
Q3929785,Q222052
Q3929977,Q222052
Q3930041,Q222052
Q3930438,Q222052
Q3931440,Q222052
Q3607481,Q222052
Q3978605,Q222052
Q15516299,Q222052
Q3618516,Q222052
Q3991349,Q222052
Q3635239,Q222052
Q3637064,Q222052
Q3641309,Q222052
Q4019975,Q222052
Q3681888,Q222052
Q3693713,Q222052
Q3702836,Q222052
Q3703017,Q222052
Q3703030,Q222052
Q3713573,Q222052
Q3713631,Q222052
Q3714270,Q222052
Q3746816,Q222052
Q4121303,Q222052
Q3758539,Q222052
Q3776396,Q222052
Q3785128,Q222052
Q3808316,Q222052
Q16010179,Q222052
Q7146436,Q222052
Q26130414,Q222052
Q4864809,Q222052
Q12912946,Q222052
Q15908865,Q273199
Q16227291,Q273199
Q16228417,Q273199
Q16233299,Q273199
Q16236541,Q273199
Q7829051,Q273199
Q1607091,Q222052
Q1609980,Q222052
Q1614371,Q222052
Q1617565,Q222052
Q1618778,Q222052
Q1622196,Q222052
Q1624895,Q222052
Q1626508,Q222052
Q1634959,Q222052
Q1635555,Q222052
Q1638664,Q222052
Q1644826,Q222052
Q1747216,Q222052
Q1756515,Q222052
Q1869647,Q222052
Q17465755,Q273199
Q72941595,Q222052
Q17623132,Q273199
Q18352238,Q273199
Q82831682,Q222052
Q52345678,Q222052
Q66012124,Q222052
Q3508948,Q273199
Q3911367,Q273199
Q3943093,Q273199
Q3953567,Q273199
Q3973325,Q273199
Q3608060,Q273199
Q4013035,Q273199
Q3638888,Q273199
Q3641289,Q273199
Q3641352,Q273199
Q3646305,Q273199
Q3646793,Q273199
Q3658803,Q273199
Q3662449,Q273199
Q3666602,Q273199
Q3675128,Q273199
Q3676054,Q273199
Q3680421,Q273199
Q3687076,Q273199
Q3702816,Q273199
Q3713364,Q273199
Q3760442,Q273199
Q3776426,Q273199
Q3782510,Q273199
Q3783438,Q273199
Q3787271,Q273199
Q3801797,Q273199
Q3805605,Q273199
Q3806506,Q273199
Q3807782,Q273199
Q3809226,Q273199
Q3809664,Q273199
Q3809743,Q273199
Q3826619,Q273199
Q3856181,Q273199
Q3856912,Q273199
Q3860048,Q273199
Q3876024,Q273199
Q4267632,Q273199
Q3929794,Q273199
Q3931445,Q273199
Q4400961,Q273199
Q4490922,Q273199
Q4864784,Q273199
Q61173132,Q222052
Q65706011,Q222052
Q5397323,Q273199
Q5622482,Q273199
Q5931109,Q273199
Q62072476,Q222052
Q6145960,Q273199
Q373938,Q222052
Q374536,Q222052
Q380006,Q222052
Q386259,Q222052
Q390215,Q222052
Q431329,Q222052
Q446513,Q222052
Q470936,Q222052
Q543107,Q222052
Q549048,Q222052
Q553497,Q222052
Q553512,Q222052
Q560436,Q222052
Q578662,Q222052
Q596374,Q222052
Q604855,Q222052
Q665879,Q222052
Q672096,Q222052
Q693834,Q222052
Q716085,Q222052
Q716093,Q222052
Q717593,Q222052
Q781925,Q222052
Q817876,Q222052
Q866619,Q222052
Q888056,Q222052
Q920238,Q222052
Q964594,Q222052
Q966899,Q222052
Q975034,Q222052
Q6160398,Q222052
Q1116123,Q222052
Q1195813,Q222052
Q1328504,Q222052
Q1361081,Q222052
Q1364223,Q222052
Q1366501,Q222052
Q1371485,Q222052
Q1381732,Q222052
Q1455079,Q222052
Q1458344,Q222052
Q1460162,Q222052
Q1463346,Q222052
Q1555321,Q222052
Q1444910,Q222052
Q1469007,Q222052
Q1607059,Q222052
Q1607188,Q222052
Q1608253,Q222052
Q1610216,Q222052
Q1618075,Q222052
Q1618750,Q222052
Q1618767,Q222052
Q1619137,Q222052
Q1623309,Q222052
Q1626562,Q222052
Q1626563,Q222052
Q1626986,Q222052
Q1627029,Q222052
Q1639772,Q222052
Q1689849,Q222052
Q1707724,Q222052
Q1748572,Q222052
Q2187615,Q222052
Q2315791,Q222052
Q2326997,Q222052
Q2332130,Q222052
Q2354822,Q222052
Q2436964,Q222052
Q2450971,Q222052
Q2529656,Q222052
Q2555801,Q222052
Q2586316,Q222052
Q2627014,Q222052
Q2627577,Q222052
Q3808380,Q222052
Q3809410,Q222052
Q3814479,Q222052
Q2736194,Q222052
Q3840564,Q222052
Q3850383,Q222052
Q3857363,Q222052
Q3857433,Q222052
Q3887301,Q222052
Q3940962,Q222052
Q3960167,Q222052
Q2888461,Q222052
Q4018273,Q222052
Q3013147,Q222052
Q3441563,Q222052
Q3613321,Q222052
Q4717840,Q222052
Q3624027,Q222052
Q5140477,Q222052
Q5273105,Q222052
Q5289916,Q222052
Q5315831,Q222052
Q5476003,Q222052
Q313499,Q222052
Q317527,Q222052
Q4120761,Q212413
Q29604,Q222052
Q57596,Q222052
Q4490728,Q212413
Q4732527,Q212413
Q47484207,Q222052
Q109967900,Q222052
Q4931791,Q212413
Q51337534,Q222052
Q4977398,Q212413
Q51654259,Q222052
Q5292173,Q212413
Q5325864,Q212413
Q65476825,Q222052
Q5482711,Q212413
Q47532134,Q222052
Q84302381,Q222052
Q70486,Q222052
Q77044,Q222052
Q112449,Q222052
Q139376,Q222052
Q179051,Q222052
Q189240,Q222052
Q204285,Q222052
Q252946,Q222052
Q297146,Q222052
Q297474,Q222052
Q310968,Q222052
Q311546,Q222052
Q317008,Q222052
Q319614,Q222052
Q339988,Q222052
Q344531,Q222052
Q363246,Q222052
Q366772,Q222052
Q368561,Q222052
Q380812,Q222052
Q443125,Q222052
Q456776,Q222052
Q460131,Q222052
Q464312,Q222052
Q489158,Q222052
Q493027,Q222052
Q507634,Q222052
Q142214,Q222052
Q32123497,Q222052
Q259401,Q222052
Q280437,Q222052
Q314071,Q222052
Q316179,Q222052
Q366505,Q222052
Q371821,Q222052
Q372389,Q222052
Q373964,Q222052
Q386995,Q222052
Q433148,Q222052
Q70698,Q222052
Q440111,Q222052
Q440210,Q222052
Q455757,Q222052
Q456702,Q222052
Q461574,Q222052
Q93587,Q222052
Q471572,Q222052
Q493115,Q222052
Q511111,Q222052
Q520219,Q222052
Q520424,Q222052
Q524843,Q222052
Q554815,Q222052
Q270975,Q222052
Q645386,Q222052
Q288853,Q222052
Q657876,Q222052
Q302777,Q222052
Q305510,Q222052
Q310281,Q222052
Q314822,Q222052
Q316253,Q222052
Q705993,Q222052
Q337729,Q222052
Q727048,Q222052
Q363432,Q222052
Q363445,Q222052
Q740121,Q222052
Q371250,Q222052
Q443678,Q222052
Q64010219,Q222052
Q55183425,Q222052
Q3837069,Q212413
Q3854075,Q212413
Q3854072,Q212413
Q3862090,Q212413
Q3930616,Q212413
Q3934740,Q212413
Q3973462,Q212413
Q51120418,Q222052
Q3992448,Q212413
Q3993237,Q212413
Q3993254,Q212413
Q1459540,Q222052
Q1463211,Q222052
Q1469707,Q222052
Q1606362,Q222052
Q1607305,Q222052
Q1608055,Q222052
Q1616819,Q222052
Q1617934,Q222052
Q1628498,Q222052
Q1634796,Q222052
Q1635403,Q222052
Q1657660,Q222052
Q1684380,Q222052
Q1888440,Q222052
Q2011732,Q222052
Q2015928,Q222052
Q2082646,Q222052
Q2317038,Q222052
Q2321637,Q222052
Q2331753,Q222052
Q2332259,Q222052
Q2332594,Q222052
Q2336851,Q222052
Q2352839,Q222052
Q2415540,Q222052
Q2420023,Q222052
Q2528518,Q222052
Q2530432,Q222052
Q2557309,Q222052
Q2557612,Q222052
Q2566308,Q222052
Q2567482,Q222052
Q2586252,Q222052
Q2601456,Q222052
Q2602225,Q222052
Q508713,Q222052
Q514456,Q222052
Q521872,Q222052
Q521950,Q222052
Q547123,Q222052
Q547977,Q222052
Q553232,Q222052
Q557148,Q222052
Q644762,Q222052
Q659886,Q222052
Q706052,Q222052
Q715717,Q222052
Q732231,Q222052
Q738690,Q222052
Q742104,Q222052
Q745776,Q222052
Q939333,Q222052
Q942425,Q222052
Q971803,Q222052
Q1101335,Q222052
Q742119,Q222052
Q745367,Q222052
Q1132365,Q222052
Q767363,Q222052
Q459312,Q222052
Q460193,Q222052
Q483890,Q222052
Q862011,Q222052
Q520357,Q222052
Q522252,Q222052
Q541911,Q222052
Q939422,Q222052
Q941832,Q222052
Q580435,Q222052
Q955010,Q222052
Q587512,Q222052
Q594137,Q222052
Q971495,Q222052
Q973049,Q222052
Q611468,Q222052
Q1363884,Q222052
Q1365630,Q222052
Q1421720,Q222052
Q681033,Q222052
Q1444934,Q222052
Q706771,Q222052
Q1460225,Q222052
Q1463146,Q222052
Q1469682,Q222052
Q741842,Q222052
Q1532914,Q222052
Q1159084,Q222052
Q1605786,Q222052
Q1608824,Q222052
Q1612392,Q222052
Q1616713,Q222052
Q1620780,Q222052
Q1621669,Q222052
Q1626576,Q222052
Q1627394,Q222052
Q1631678,Q222052
Q1283890,Q222052
Q1747491,Q222052
Q1373712,Q222052
Q1424165,Q222052
Q29342,Q273199
Q41421,Q273199
Q42079,Q273199
Q65039,Q273199
Q29166745,Q273199
Q6180570,Q222052
Q25190434,Q273199
Q20744974,Q273199
Q6451516,Q222052
Q30063106,Q273199
Q7001358,Q222052
Q7217967,Q222052
Q2056453,Q222052
Q2162094,Q222052
Q2319853,Q222052
Q2324127,Q222052
Q2331415,Q222052
Q2332758,Q222052
Q2337380,Q222052
Q2342473,Q222052
Q2351028,Q222052
Q2354921,Q222052
Q2359221,Q222052
Q2463660,Q222052
Q2500189,Q222052
Q2501262,Q222052
Q2557042,Q222052
Q2563094,Q222052
Q2567039,Q222052
Q2567550,Q222052
Q2608840,Q222052
Q2627006,Q222052
Q2630914,Q222052
Q2724864,Q222052
Q26924866,Q273199
Q213132,Q273199
Q240278,Q273199
Q241261,Q273199
Q26997460,Q273199
Q17403499,Q222052
Q3384094,Q222052
Q3607508,Q222052
Q3615433,Q222052
Q3639969,Q222052
Q3641282,Q222052
Q3696389,Q222052
Q3713563,Q222052
Q3718855,Q222052
Q3718861,Q222052
Q3718945,Q222052
Q3731496,Q222052
Q3776415,Q222052
Q3783440,Q222052
Q3783515,Q222052
Q3787269,Q222052
Q3787378,Q222052
Q3805642,Q222052
Q3806638,Q222052
Q3807779,Q222052
Q3808359,Q222052
Q3808693,Q222052
Q3814628,Q222052
Q27999564,Q273199
Q3641279,Q222052
Q3641294,Q222052
Q3675535,Q222052
Q3680582,Q222052
Q3704260,Q222052
Q3735165,Q222052
Q3776403,Q222052
Q3798501,Q222052
Q3805594,Q222052
Q3807799,Q222052
Q3807993,Q222052
Q3808707,Q222052
Q3809239,Q222052
Q3809657,Q222052
Q3814327,Q222052
Q3814825,Q222052
Q3820613,Q222052
Q3849644,Q222052
Q3876044,Q222052
Q23939185,Q273199
Q3887091,Q222052
Q3900796,Q222052
Q3930049,Q222052
Q3938468,Q222052
Q3940077,Q222052
Q3940974,Q222052
Q3959244,Q222052
Q3991386,Q222052
Q3992520,Q222052
Q3992521,Q222052
Q4011063,Q222052
Q19615890,Q273199
Q4017842,Q222052
Q4024087,Q222052
Q19757619,Q273199
Q19968886,Q273199
Q19972620,Q273199
Q2252657,Q273199
Q2326357,Q273199
Q2326964,Q273199
Q2332058,Q273199
Q2333700,Q273199
Q2339032,Q273199
Q2342686,Q273199
Q2351040,Q273199
Q2353399,Q273199
Q2390225,Q273199
Q2434352,Q273199
Q2504822,Q273199
Q2552896,Q273199
Q2562179,Q273199
Q2565934,Q273199
Q1685,Q273199
Q2568783,Q273199
Q2574037,Q273199
Q2650732,Q273199
Q2664233,Q273199
Q5293380,Q222052
Q2713164,Q273199
Q2723533,Q273199
Q14329138,Q222052
Q2839520,Q273199
Q2841939,Q273199
Q14399923,Q222052
Q2923495,Q273199
Q3098552,Q273199
Q5690886,Q222052
Q3180283,Q273199
Q6288571,Q222052
Q24178,Q222052
Q25278,Q222052
Q6454845,Q222052
Q6848154,Q222052
Q7286570,Q222052
Q207608,Q273199
Q245990,Q273199
Q248325,Q273199
Q250343,Q273199
Q250534,Q273199
Q270966,Q273199
Q312651,Q273199
Q313510,Q273199
Q316252,Q273199
Q317209,Q273199
Q322063,Q273199
Q352110,Q273199
Q369109,Q273199
Q372859,Q273199
Q375767,Q273199
Q378660,Q273199
Q381721,Q273199
Q381746,Q273199
Q427428,Q273199
Q430263,Q273199
Q432341,Q273199
Q443665,Q273199
Q461763,Q273199
Q498348,Q273199
Q513427,Q273199
Q517029,Q273199
Q531684,Q273199
Q549756,Q273199
Q554586,Q273199
Q1528032,Q273199
Q70386,Q222052
Q1606753,Q273199
Q115915,Q222052
Q1608041,Q273199
Q1615283,Q273199
Q1616789,Q273199
Q1617210,Q273199
Q1621440,Q273199
Q1622405,Q273199
Q1626478,Q273199
Q1627976,Q273199
Q1628285,Q273199
Q1634810,Q273199
Q1639693,Q273199
Q150502,Q222052
Q201386,Q222052
Q1745862,Q273199
Q1747703,Q273199
Q1749405,Q273199
Q1749533,Q273199
Q297221,Q222052
Q297750,Q222052
Q304473,Q222052
Q311735,Q222052
Q313479,Q222052
Q313481,Q222052
Q314185,Q222052
Q316258,Q222052
Q1815125,Q273199
Q357438,Q222052
Q375189,Q222052
Q2032738,Q273199
Q2054315,Q273199
Q1115784,Q222052
Q1121377,Q222052
Q1132528,Q222052
Q1179612,Q222052
Q1238917,Q222052
Q1332856,Q222052
Q1339658,Q222052
Q1353620,Q222052
Q1358452,Q222052
Q1407902,Q222052
Q1459561,Q222052
Q1610263,Q222052
Q1621788,Q222052
Q1634914,Q222052
Q1661518,Q222052
Q1747213,Q222052
Q1753506,Q222052
Q13673375,Q212413
Q2023534,Q222052
Q6123268,Q222052
Q2232073,Q222052
Q2662655,Q222052
Q6387482,Q222052
Q2309877,Q222052
Q2342202,Q222052
Q2358444,Q222052
Q2734314,Q222052
Q2734358,Q222052
Q2371105,Q222052
Q2455369,Q222052
Q2455969,Q222052
Q2486090,Q222052
Q2563071,Q222052
Q2565814,Q222052
Q15602335,Q222052
Q3446792,Q222052
Q16209499,Q222052
Q6197670,Q212413
Q6199952,Q212413
Q3605611,Q222052
Q3610467,Q222052
Q3616282,Q222052
Q3637932,Q222052
Q3637933,Q222052
Q3639994,Q222052
Q3640008,Q222052
Q3641274,Q222052
Q3641306,Q222052
Q3645478,Q222052
Q3646337,Q222052
Q3701345,Q222052
Q3703044,Q222052
Q3758516,Q222052
Q3759445,Q222052
Q3760212,Q222052
Q3760621,Q222052
Q3773339,Q222052
Q3786749,Q222052
Q3806798,Q222052
Q3808364,Q222052
Q3808371,Q222052
Q3808606,Q222052
Q3809932,Q222052
Q3830153,Q222052
Q3830839,Q222052
Q3837112,Q222052
Q7614817,Q222052
Q15608095,Q212413
Q15614424,Q212413
Q6710069,Q212413
Q8021424,Q222052
Q7051423,Q212413
Q16107273,Q212413
Q16226899,Q212413
Q17386010,Q222052
Q17708734,Q222052
Q9089681,Q222052
Q783112,Q222052
Q888002,Q222052
Q954846,Q222052
Q971523,Q222052
Q974738,Q222052
Q987146,Q222052
Q1053971,Q222052
Q4790736,Q222052
Q23761524,Q222052
Q5039860,Q222052
Q19610575,Q222052
Q19622250,Q222052
Q47467742,Q273199
Q19665235,Q222052
Q19878898,Q222052
Q24800366,Q222052
Q30519348,Q273199
Q30519458,Q273199
Q30519500,Q273199
Q62127792,Q273199
Q278203,Q273199
Q76005502,Q273199
Q314621,Q273199
Q351802,Q273199
Q358102,Q273199
Q363397,Q273199
Q370268,Q273199
Q385436,Q273199
Q443724,Q273199
Q471576,Q273199
Q504025,Q273199
Q512356,Q273199
Q523630,Q273199
Q538009,Q273199
Q542256,Q273199
Q543566,Q273199
Q549899,Q273199
Q554866,Q273199
Q573036,Q273199
Q583380,Q273199
Q597939,Q273199
Q58494697,Q273199
Q611871,Q273199
Q633913,Q273199
Q683843,Q273199
Q716081,Q273199
Q716638,Q273199
Q718669,Q273199
Q729281,Q273199
Q730262,Q273199
Q732825,Q273199
Q764130,Q273199
Q770761,Q273199
Q781176,Q273199
Q892931,Q273199
Q914127,Q273199
Q919197,Q273199
Q925163,Q273199
Q926284,Q273199
Q937398,Q273199
Q940284,Q273199
Q7614435,Q222052
Q963977,Q273199
Q966111,Q273199
Q966827,Q273199
Q1047188,Q273199
Q58974788,Q273199
Q1101154,Q273199
Q7839493,Q222052
Q3815292,Q222052
Q3827088,Q222052
Q3829373,Q222052
Q3840919,Q222052
Q3852000,Q222052
Q1273409,Q273199
Q3857455,Q222052
Q3858039,Q222052
Q3887110,Q222052
Q3898145,Q222052
Q3940958,Q222052
Q1363177,Q273199
Q1364214,Q273199
Q3953576,Q222052
Q1458187,Q273199
Q4120465,Q222052
Q55102402,Q273199
Q55292062,Q273199
Q60040720,Q273199
Q48977473,Q222052
Q1463696,Q273199
Q19663167,Q273199
Q19666135,Q273199
Q1606773,Q273199
Q1607272,Q273199
Q6437162,Q273199
Q1618709,Q273199
Q1618730,Q273199
Q1621492,Q273199
Q1621763,Q273199
Q1627358,Q273199
Q1627407,Q273199
Q1628310,Q273199
Q1640979,Q273199
Q6490114,Q273199
Q1748215,Q273199
Q1749275,Q273199
Q1845944,Q273199
Q2035627,Q273199
Q16227185,Q273199
Q16236648,Q273199
Q16661017,Q273199
Q2360324,Q222052
Q16841652,Q273199
Q2373397,Q222052
Q28450897,Q222052
Q2455991,Q222052
Q2527681,Q222052
Q2559254,Q222052
Q2568914,Q222052
Q2569322,Q222052
Q2570452,Q222052
Q2607807,Q222052
Q2632357,Q222052
Q33108523,Q222052
Q2651754,Q222052
Q2720240,Q222052
Q3935003,Q273199
Q3935052,Q273199
Q3984812,Q273199
Q3984825,Q273199
Q3991192,Q273199
Q3992165,Q273199
Q2883322,Q222052
Q55614905,Q222052
Q2889541,Q222052
Q4018592,Q273199
Q29048308,Q222052
Q4401184,Q273199
Q3313280,Q222052
Q8988855,Q273199
Q3563535,Q222052
Q13605965,Q273199
Q3640004,Q222052
Q3649982,Q222052
Q3666649,Q222052
Q4783869,Q273199
Q3675579,Q222052
Q18159179,Q273199
Q4811246,Q273199
Q3701360,Q222052
Q3706951,Q222052
Q65658814,Q222052
Q388134,Q273199
Q5292698,Q273199
Q505336,Q273199
Q526328,Q273199
Q533916,Q273199
Q555436,Q273199
Q580808,Q273199
Q581408,Q273199
Q600954,Q273199
Q601816,Q273199
Q628668,Q273199
Q647663,Q273199
Q5487769,Q273199
Q671268,Q273199
Q703908,Q273199
Q710012,Q273199
Q716480,Q273199
Q749008,Q273199
Q776784,Q273199
Q926220,Q273199
Q926325,Q273199
Q950035,Q273199
Q971106,Q273199
Q975066,Q273199
Q979466,Q273199
Q1124553,Q273199
Q1134403,Q273199
Q1154068,Q273199
Q1158523,Q273199
Q1166588,Q273199
Q1184381,Q273199
Q6163126,Q273199
Q1364271,Q273199
Q1367824,Q273199
Q1371033,Q273199
Q1382444,Q273199
Q717944,Q222052
Q725886,Q222052
Q896772,Q222052
Q960106,Q222052
Q968705,Q222052
Q973212,Q222052
Q995468,Q222052
Q1134258,Q222052
Q1327649,Q222052
Q1370925,Q222052
Q1458282,Q222052
Q1463735,Q222052
Q1606354,Q222052
Q1607746,Q222052
Q1609507,Q222052
Q1610065,Q222052
Q1617152,Q222052
Q1618940,Q222052
Q1631729,Q222052
Q1633921,Q222052
Q1639880,Q222052
Q1749594,Q222052
Q28151848,Q222052
Q1825983,Q222052
Q2080886,Q222052
Q2274527,Q222052
Q2328264,Q222052
Q2334168,Q222052
Q2334700,Q222052
Q2338179,Q222052
Q2345237,Q222052
Q2345652,Q222052
Q3859420,Q273199
Q3901340,Q273199
Q19895687,Q222052
Q16730887,Q222052
Q375230,Q222052
Q384989,Q222052
Q443716,Q222052
Q472044,Q222052
Q503448,Q222052
Q510514,Q222052
Q516837,Q222052
Q521511,Q222052
Q530232,Q222052
Q568302,Q222052
Q592854,Q222052
Q601776,Q222052
Q604638,Q222052
Q647405,Q222052
Q651203,Q222052
Q664243,Q222052
Q698125,Q222052
Q18157987,Q222052
Q27909430,Q273199
Q28935925,Q273199
Q24761491,Q273199
Q1076942,Q222052
Q1114256,Q222052
Q1381221,Q222052
Q1390262,Q222052
Q6990938,Q273199
Q7000007,Q273199
Q1458320,Q222052
Q47501215,Q273199
Q1590021,Q222052
Q1608912,Q222052
Q1616732,Q222052
Q1617065,Q222052
Q1621428,Q222052
Q1621720,Q222052
Q1622734,Q222052
Q1622889,Q222052
Q1626497,Q222052
Q1632215,Q222052
Q1636927,Q222052
Q1683887,Q222052
Q1748462,Q222052
Q3647689,Q273199
Q3658770,Q273199
Q3660140,Q273199
Q3675561,Q273199
Q3699437,Q273199
Q3702803,Q273199
Q3706972,Q273199
Q3715907,Q273199
Q3718722,Q273199
Q1887208,Q222052
Q30122104,Q273199
Q3758489,Q273199
Q3759415,Q273199
Q3759874,Q273199
Q3760568,Q273199
Q3783430,Q273199
Q3785012,Q273199
Q3802207,Q273199
Q3808307,Q273199
Q3808379,Q273199
Q3810125,Q273199
Q3830259,Q273199
Q3849899,Q273199
Q3863037,Q273199
Q3897536,Q273199
Q3901344,Q273199
Q3931734,Q273199
Q3934736,Q273199
Q3934845,Q273199
Q3934924,Q273199
Q3938234,Q273199
Q3940353,Q273199
Q2110888,Q222052
Q3945523,Q273199
Q3946363,Q273199
Q30322415,Q273199
Q3962469,Q273199
Q2241186,Q222052
Q2271388,Q222052
Q2287483,Q222052
Q2308704,Q222052
Q30517537,Q273199
Q2316073,Q222052
Q2317040,Q222052
Q2318539,Q222052
Q2326677,Q222052
Q2326977,Q222052
Q2328645,Q222052
Q2329803,Q222052
Q2329828,Q222052
Q2333148,Q222052
Q2334047,Q222052
Q2334128,Q222052
Q2336483,Q222052
Q2350312,Q222052
Q2355167,Q222052
Q2396423,Q222052
Q2462787,Q222052
Q2505131,Q222052
Q2529214,Q222052
Q2555611,Q222052
Q2565032,Q222052
Q2566919,Q222052
Q2568175,Q222052
Q2604182,Q222052
Q2632351,Q222052
Q2651798,Q222052
Q2660874,Q222052
Q35323780,Q273199
Q2700323,Q222052
Q2731878,Q222052
Q2739148,Q222052
Q2778111,Q222052
Q26972624,Q273199
Q4894506,Q273199
Q4957016,Q273199
Q17916949,Q222052
Q2088051,Q273199
Q2258870,Q273199
Q2325711,Q273199
Q2327168,Q273199
Q2331870,Q273199
Q2332464,Q273199
Q2335790,Q273199
Q2347493,Q273199
Q2351523,Q273199
Q2560036,Q273199
Q2561495,Q273199
Q2566198,Q273199
Q2566498,Q273199
Q2567438,Q273199
Q2569684,Q273199
Q2571330,Q273199
Q2623582,Q273199
Q2650722,Q273199
Q2712666,Q273199
Q2715204,Q273199
Q2720230,Q273199
Q2733998,Q273199
Q2734324,Q273199
Q2735590,Q273199
Q2923793,Q273199
Q3613449,Q273199
Q3625160,Q273199
Q3635278,Q273199
Q3645345,Q273199
Q3666339,Q273199
Q3705847,Q273199
Q3706959,Q273199
Q3709165,Q273199
Q3714596,Q273199
Q3715641,Q273199
Q3716813,Q273199
Q3718844,Q273199
Q3731636,Q273199
Q3752021,Q273199
Q3759444,Q273199
Q3771979,Q273199
Q3782509,Q273199
Q3805672,Q273199
Q3806514,Q273199
Q3807784,Q273199
Q3808022,Q273199
Q3808020,Q273199
Q3808358,Q273199
Q3809315,Q273199
Q23880401,Q222052
Q3829349,Q273199
Q3852419,Q273199
Q3852430,Q273199
Q19662887,Q222052
Q554624,Q273199
Q596497,Q273199
Q628081,Q273199
Q649511,Q273199
Q669334,Q273199
Q700287,Q273199
Q717573,Q273199
Q718804,Q273199
Q725890,Q273199
Q770696,Q273199
Q923569,Q273199
Q931300,Q273199
Q931525,Q273199
Q932863,Q273199
Q946002,Q273199
Q947932,Q273199
Q958023,Q273199
Q965169,Q273199
Q967630,Q273199
Q971538,Q273199
Q972855,Q273199
Q972973,Q273199
Q1147376,Q273199
Q1159115,Q273199
Q1190955,Q273199
Q1244957,Q273199
Q1352026,Q273199
Q1606800,Q273199
Q1607728,Q273199
Q1608147,Q273199
Q1609283,Q273199
Q1618646,Q273199
Q1621435,Q273199
Q1621778,Q273199
Q1621861,Q273199
Q1622164,Q273199
Q1623168,Q273199
Q1623270,Q273199
Q1624855,Q273199
Q1626483,Q273199
Q1626928,Q273199
Q1629977,Q273199
Q1635374,Q273199
Q1638747,Q273199
Q1752926,Q273199
Q55386728,Q273199
Q51120133,Q273199
Q64009425,Q273199
Q78170313,Q273199
Q60413246,Q273199
Q51337517,Q273199
Q64748342,Q273199
Q60323818,Q273199
Q64822039,Q273199
Q51683022,Q273199
Q52456473,Q273199
Q52004728,Q273199
Q2560840,Q273199
Q2563549,Q273199
Q2565521,Q273199
Q2565803,Q273199
Q2567386,Q273199
Q2571293,Q273199
Q2600980,Q273199
