:START_ID(Player),:END_ID(Award),time
Q357458,Q674359,1962
Q357458,Q674359,1969
Q357458,Q674359,1963
Q357458,Q674359,1964
Q520357,Q3784951,2021
Q2567451,Q1418596,1999
Q357458,Q644357,1959
Q310281,Q16827133,2000
Q242185,Q222047,1958
Q242185,Q222047,1963
Q242185,Q222047,1961
Q242185,Q222047,1965
Q242185,Q222047,1962
Q1353111,Q3809120,2015
Q460193,Q644357,1957
Q918347,Q388970,2008
Q2567451,Q1418009,1989
Q535559,Q1653207,1987
Q434824,Q18156668,1975
Q594137,Q31391,1985
Q384801,Q3734778,2002
Q357458,Q31391,1959
Q2324397,Q1125399,1998
Q594137,Q1641970,1983
Q594137,Q1641970,1982
Q3993198,Q3625675,2018
Q3993198,Q3625675,2007
Q1353111,Q1418009,1964
Q3993198,Q3869984,2007
Q3993198,Q3869984,2018
Q208623,Q1418596,2003
Q201608,Q641316,1997
Q310541,Q3734778,2009
Q594137,Q1418009,1984
Q1027716,Q1501719,1979
Q535559,Q1501719,1986
Q594137,Q644357,1984
Q3993198,Q3784951,2015
Q3993198,Q3784951,2007
Q3993198,Q3784951,2018
Q1626595,Q1501719,1981
Q357458,Q388970,2006
Q585866,Q4905618,2012
Q376586,Q1125399,2012
Q1027716,Q1418009,1971
Q918347,Q1641970,1981
Q2309877,Q1125399,1997
Q3993198,Q3869346,2018
Q434824,Q674359,1976
Q434824,Q674359,1975
Q434824,Q674359,1974
Q434824,Q674359,1966
Q434824,Q674359,1967
Q951041,Q1125399,1994
Q201608,Q674359,1992
Q460193,Q918054,1973
Q1115784,Q1418009,1965
Q434824,Q1418009,1966
Q310281,Q1641970,1999
Q434824,Q644357,1966
Q594137,Q4650547,1983
Q310281,Q1418596,2006
Q1890505,Q4904894,2006
Q708639,Q918054,2005
Q310281,Q1418009,2000
Q434824,Q739499,1975
Q310281,Q644357,2000
Q1661518,Q1418009,1984
Q1353111,Q388970,2002
Q952921,Q9678710,26 January 2022
Q1661518,Q1501719,1989
Q504835,Q9678710,26 January 2002
Q520357,Q85747125,2021
Q434824,Q31391,1967
Q622308,Q4906363,2010
Q622308,Q4906363,2012
Q60286847,Q4905618,2019
Q242185,Q1653207,1968
Q1371485,Q4904894,1998
Q1371485,Q4904894,1997
Q2567550,Q3809120,2009
Q557148,Q1418596,2004
Q242185,Q39384825,2007
Q458065,Q918054,2009
Q375600,Q918054,1985
Q375600,Q918054,1992
Q375600,Q918054,1983
Q16150000,Q1749322,2016
Q622308,Q644357,2013
Q888056,Q1501719,1978
Q375767,Q1418009,1989
Q29165842,Q21528829,2019
Q375767,Q644357,1989
Q29165842,Q4816371,2019
Q888056,Q1418009,1971
Q16150000,Q4905618,2015
Q2477269,Q1125399,2005
Q1109900,Q106910608,2002
Q514456,Q674359,1953
Q514456,Q674359,1954
Q514456,Q674359,1955
Q514456,Q674359,1957
Q514456,Q674359,1958
Q514456,Q674359,1952
Q514456,Q918054,1966
Q318916,Q1418009,1996
Q645067,Q9678710,10 June 2019
Q318916,Q18156668,2007
Q29165842,Q3625678,2019
Q19968768,Q13422138,08 September 2021
Q456776,Q222047,1969
Q456776,Q674359,1969
Q456776,Q1418009,1969
Q971538,Q845884,1987
Q16228709,Q9062372,2018
Q524480,Q1641970,2001
Q456776,Q644357,1969
Q3600320,Q4906518,2000
Q971538,Q1465181,1988
Q971538,Q1465181,1987
Q971538,Q1465181,1985
Q971538,Q1465181,1984
Q971538,Q1465181,1982
Q922355,Q1125399,1993
Q526499,Q1501719,1976
Q29165842,Q1641970,2019
Q318916,Q18355821,1993
Q29165842,Q3304648,2019
Q1168929,Q1418009,1988
Q524480,Q13425905,2014
Q524480,Q1418009,2002
Q389975,Q388970,2001
Q389975,Q388970,1999
Q3600320,Q6952971,2000
Q29165842,Q2666769,2019
Q456776,Q739499,1978
Q1101335,Q844517,1993
Q29165842,Q7865896,2019
Q29165842,Q3869347,2019
Q770894,Q4904894,2012
Q921340,Q1418596,2014
Q22959154,Q13422138,08 September 2021
Q498348,Q18156668,2020
Q2567550,Q918054,1967
Q888056,Q290922,1992
Q1027929,Q1418009,1966
Q62015280,Q9062364,2019
Q380541,Q644357,2001
Q313499,Q1125399,2002
Q381746,Q1125399,2007
Q557148,Q1501719,1997
Q1027929,Q16996870,1961
Q731502,Q918054,2010
Q375767,Q31391,1995
Q456776,Q1501719,1975
Q317527,Q1125399,2006
Q381721,Q3734778,2006
Q381721,Q3734778,2005
Q29165842,Q2404133,2019
Q29165842,Q4650547,2019
Q2354921,Q3809120,1986
Q29165842,Q2081740,2019
Q354186,Q644357,2000
Q939309,Q3809120,2007
Q526499,Q1465181,1976
Q888056,Q31391,1974
Q646481,Q918054,1968
Q242185,Q31391,1963
Q389975,Q1418009,1971
Q960594,Q303970,1943
Q1070836,Q1418009,1963
Q971538,Q1501719,1986
Q389975,Q644357,1971
Q311195,Q1465181,1972
Q311195,Q1465181,1971
Q311195,Q1465181,1970
Q311195,Q1465181,1973
Q295340,Q674359,1992
Q295340,Q674359,1991
Q295340,Q674359,1990
Q295340,Q674359,1995
Q295340,Q674359,1988
Q25369,Q739499,2010
Q25369,Q739499,2009
Q311735,Q1501719,2015
Q311195,Q388970,2004
Q311195,Q388970,1995
Q311195,Q674359,1965
Q311195,Q674359,1966
Q311195,Q674359,1973
Q311195,Q674359,1967
Q311195,Q674359,1972
Q311195,Q674359,1962
Q311195,Q674359,1963
Q311195,Q674359,1970
Q311195,Q674359,1964
Q311195,Q674359,1971
Q311735,Q674359,2014
Q46040,Q4896598,2006
Q297750,Q791135,2006
Q177928,Q1465181,1986
Q177928,Q1465181,1985
Q177928,Q1465181,1984
Q177928,Q1465181,1983
Q46040,Q1465181,2014
Q46040,Q1465181,2013
Q46040,Q1465181,2012
Q46040,Q1465181,2009
Q297750,Q9387384,1985
Q177928,Q674359,1983
Q46040,Q674359,2012
Q46040,Q674359,2008
Q46040,Q674359,2014
Q46040,Q674359,2013
Q313481,Q845884,1995
Q313481,Q845884,2001
Q313481,Q845884,1998
Q313481,Q845884,1997
Q25369,Q1465181,2011
Q25369,Q1465181,2010
Q25369,Q1465181,2009
Q25369,Q1465181,2008
Q25369,Q1465181,2000
Q25369,Q1465181,2007
Q25369,Q1465181,2006
Q25369,Q1465181,2004
Q25369,Q1465181,2003
Q25369,Q222047,2008; 2006; 2009
Q313481,Q1465181,2001
Q313481,Q1465181,1998
Q313481,Q1465181,1997
Q25369,Q674359,2013
Q25369,Q674359,2007
Q25369,Q674359,2006
Q25369,Q674359,2012
Q25369,Q674359,2011
Q25369,Q674359,2010
Q25369,Q674359,2009
Q25369,Q674359,2002
Q25369,Q674359,2008
Q25369,Q674359,2004
Q25369,Q674359,2003
Q313481,Q1418009,1992
Q314185,Q674359,1953
Q314185,Q674359,1954
Q314185,Q674359,1949
Q314185,Q674359,1950
Q314185,Q674359,1952
Q314185,Q674359,1951
Q245222,Q844517,1996
Q193108,Q99526970,2003
Q193108,Q99526970,2013
Q311735,Q845884,2014
Q301757,Q1125399,2010
Q177928,Q845884,1984
Q177928,Q845884,1983
Q25369,Q31391,2007
Q25369,Q31391,2011
Q25369,Q31391,2002
Q25369,Q31391,2009
Q311735,Q1465181,2014
Q311735,Q1465181,2013
Q1458282,Q388970,1979
Q1458282,Q388970,1982
Q314185,Q31391,1953
Q926248,Q845884,2016
Q926248,Q845884,2015
Q25369,Q943106,2008
Q25369,Q943106,2010
Q150510,Q674359,1996
Q150510,Q674359,1995
Q150510,Q674359,1994
Q25369,Q4835465,2003
Q25369,Q4835465,2008
Q25369,Q4835465,2002
Q46040,Q1418009,2006
Q193108,Q13422140,13 November 2014
Q313481,Q1501719,2009
Q313481,Q1501719,2001
Q311195,Q31391,1972
Q46040,Q644357,2006
Q311195,Q739499,1969
Q25369,Q7883073,2006
Q2504840,Q13422138,08 September 2021
Q297221,Q1125399,2011
Q46040,Q31391,2013
Q25278,Q674359,2010
Q25278,Q674359,2009
Q25278,Q674359,2008
Q25278,Q674359,2012
Q25278,Q674359,2011
Q3993198,Q2404355,1992
Q1363884,Q3304648,2012
Q17305725,Q1641970,2018
Q19663167,Q1641970,2016
Q14431691,Q4906518,2014
Q297750,Q3734778,2004
Q17305725,Q2666769,2018
Q213346,Q31391,1993
Q19663167,Q2666769,2016
Q19865640,Q3625678,2016
Q17305725,Q3869347,2018
Q17305725,Q1406311,2018
Q202295,Q1125399,2001
Q3993198,Q4816370,2019
Q3993198,Q4816370,
Q3993198,Q4816370,
Q35172580,Q6589922,2018
Q136678,Q222047,2018
Q80713297,Q6925428,2020
Q25278,Q845884,2011
Q25278,Q845884,2010
Q25278,Q845884,2009
Q23541220,Q1125399,2019
Q1455879,Q1418596,1997
Q295322,Q1501719,2011
Q18611047,Q13422138,08 September 2021
Q25278,Q1465181,2012
Q25278,Q1465181,2011
Q25278,Q1465181,2010
Q25278,Q1465181,2009
Q1363884,Q16996870,2008
Q295322,Q1465181,2006
Q295322,Q1465181,2004
Q19865640,Q3869347,2016
Q136678,Q7122259,2009
Q17038792,Q7569437,2016
Q6437162,Q4905618,2016; 2015
Q50363033,Q7569437,2019
Q50363033,Q7569437,2018
Q17305725,Q2404133,2018
Q309872,Q674359,2000
Q309872,Q674359,1998
Q17305725,Q2081740,2018
Q19663167,Q2404133,2016
Q19663167,Q2081740,2016
Q22959347,Q517881,2019
Q136678,Q844517,2012
Q55367789,Q6925428,2018
Q4758911,Q644357,2015
Q25278,Q1418009,2005
Q17305725,Q6705407,2018
Q17305725,Q30682855,2015
Q202295,Q674359,2003
Q202295,Q674359,2002
Q35172580,Q3869345,2017
Q17305725,Q4905618,2018
Q295322,Q845884,2004
Q1460233,Q15243387,1964
Q1363884,Q6589922,2012
Q22959347,Q21528788,2019
Q17305725,Q18355821,2015
Q1665679,Q918054,1999
Q6829140,Q644357,2014
Q1460233,Q4791866,2014
Q213346,Q674359,1995
Q213346,Q674359,1994
Q19663167,Q4904894,2016; 2015
Q3993198,Q6589922,1992
Q71127,Q739499,1974
Q19865640,Q4906518,2016
Q77445037,Q21528788,2020
Q17302809,Q115088774,2021
Q17305725,Q3625678,2018
Q17305725,Q7350546,2018
Q896772,Q1418009,1987
Q348032,Q586458,July 2015
Q896772,Q2528836,1982
Q2274527,Q16996870,1973
Q348618,Q31391,2014
Q926248,Q743122,2019
Q456766,Q674359,1957
Q456766,Q674359,1952
Q456766,Q674359,1956
Q352093,Q918054,2000
Q4772615,Q3784951,2020
Q361178,Q1749322,1989
Q10345591,Q5988435,2017
Q641041,Q1125399,1999
Q1353754,Q844517,1997
Q335762,Q16829557,2012
Q926248,Q1125399,2012
Q361178,Q18156668,2000
Q2338212,Q18156668,1999
Q316161,Q16829557,2011
Q316161,Q31391,1971
Q361178,Q4906518,1989
Q362872,Q739499,1988
Q2274527,Q1501719,1982
Q348618,Q1418009,2012
Q375525,Q1418596,2015
Q316161,Q918054,1994
Q348618,Q644357,2012
Q456766,Q31391,1952
Q335762,Q918054,1993
Q335762,Q918054,1997
Q335762,Q918054,1990
Q361178,Q6952971,1989
Q4772615,Q3625675,2020
Q896772,Q674359,1992
Q926248,Q739499,2014
Q926248,Q739499,2019
Q335762,Q388970,2011
Q896772,Q19863818,1982
Q362872,Q674359,1991
Q362872,Q674359,1990
Q530232,Q23055174,2012
Q362872,Q1418009,1983
Q896772,Q6952971,1986
Q4772615,Q3869346,2020
Q361178,Q674359,1998
Q361178,Q674359,1997
Q361178,Q1418009,1990
Q316258,Q644357,2005
Q352093,Q1501719,1990
Q6758454,Q4904894,2013
Q2563023,Q61478580,2015
Q3607520,Q3625675,1971
Q1353754,Q1465181,1993
Q361178,Q31391,1997
Q641041,Q844517,1999
Q4772615,Q3869984,2020
Q440121,Q644357,1967
Q1089188,Q644357,1987
Q41421,Q3304648,1984
Q451780,Q674359,1976
Q451780,Q674359,1975
Q451780,Q674359,1973
Q463200,Q1418596,2002
Q440121,Q3336862,2006
Q440121,Q1501719,1977
Q930445,Q1418596,2000
Q451780,Q31391,1981
Q961660,Q918054,1970
Q963854,Q31391,1987
Q463200,Q1501719,1998
Q463200,Q1418009,1992
Q440121,Q290922,1990
Q44068,Q315026,
Q384545,Q644357,
Q2625050,Q644357,
Q459471,Q222047,
Q275183,Q7865896,
Q370275,Q5949350,
Q540498,Q644357,
Q2565934,Q7569437,
Q209982,Q634353,
Q314415,Q644357,
Q461407,Q7865896,
Q190152,Q6542686,
Q358723,Q15715251,
Q294788,Q19030089,
Q526873,Q791135,
Q314415,Q7865896,
Q586957,Q10855271,
Q209982,Q586458,
Q192955,Q15278116,
Q358723,Q21948571,
Q705206,Q505825,
Q735251,Q644357,
Q517350,Q7865896,
Q297750,Q586458,
Q526873,Q9387384,
Q595258,Q19030089,
Q314415,Q290922,
Q634812,Q7865896,
Q334702,Q19030089,
Q351032,Q19030089,
Q352668,Q19030089,
Q948237,Q644357,
Q1076942,Q1649458,
Q1348252,Q7569437,
Q1424128,Q7569437,
Q3806958,Q7569437,
Q1619365,Q1204346,
Q24200,Q5949350,
Q271933,Q644357,
Q271933,Q1418009,
Q358723,Q55697,
Q129041,Q7865896,
Q2556599,Q1418009,
Q169452,Q7569437,
Q363409,Q1649458,
Q273256,Q4581775,
Q2555801,Q3046356,
Q448245,Q644357,
Q463635,Q644357,
Q295521,Q7569437,
Q504025,Q1204346,
Q363397,Q7865896,
Q169452,Q14705795,
Q504025,Q5282987,
Q134183,Q17985761,
Q192707,Q4581775,
Q363246,Q222047,
Q517058,Q7865896,
Q372859,Q644357,
Q7051423,Q1330014,
Q319614,Q3650838,
Q317209,Q4588668,
Q460516,Q644357,
Q313510,Q5949350,
Q926311,Q137341,
Q316183,Q7569437,
Q317008,Q7569437,
Q553232,Q222047,
Q317008,Q7865896,
Q553232,Q644357,
Q504025,Q14705795,
Q352696,Q7865896,
Q14834367,Q25000687,
Q970267,Q644357,
Q312651,Q11942661,
Q918878,Q7865896,
Q2732920,Q9387384,
Q705738,Q17985761,
Q316106,Q30860334,
Q716062,Q7569437,
Q960594,Q289678,
Q725890,Q7865896,
Q3179708,Q1204346,
Q960594,Q747833,
Q960594,Q778412,
Q970476,Q778412,
Q1155161,Q7569437,
Q803821,Q6879312,
Q960594,Q2706900,
Q1242197,Q5949350,
Q706052,Q10762848,
Q970476,Q3517653,
Q316577,Q30860334,
Q358723,Q111512907,
Q1606826,Q7569437,
Q1616789,Q7569437,
Q1616789,Q7569437,
Q3675554,Q7569437,
Q3701374,Q7569437,
Q611560,Q3937000,
Q1629914,Q7569437,
Q13562909,Q7569437,
Q221341,Q7865896,
Q470936,Q586458,
Q348032,Q16458825,
Q348032,Q16458824,
Q611560,Q8350798,
Q1077437,Q5949350,
Q1061731,Q7569437,
Q929320,Q644357,
Q348032,Q20504475,
Q822531,Q7569437,
Q1200330,Q7569437,
Q504336,Q7865896,
Q1280005,Q7865896,
Q930309,Q7569437,
Q6110020,Q7865896,
Q570415,Q7569437,
Q570415,Q7569437,
Q316580,Q19030089,
Q19667582,Q7569437,
Q1626495,Q5949350,
Q1626545,Q6879312,
Q922355,Q7569437,
Q922355,Q7865896,
Q2267320,Q644357,
Q1342300,Q644357,
Q2339308,Q6879312,
Q1607746,Q6879312,
Q6123268,Q7865896,
Q1450899,Q4873930,
Q2471705,Q7569437,
Q2573187,Q3046356,
Q80713297,Q8679,
Q2565814,Q7569437,
Q6758454,Q7865896,
Q2318756,Q7569437,
Q2583850,Q644357,
Q8037275,Q5949350,
Q2607807,Q3362502,
Q3610467,Q928314,
Q2714829,Q5949350,
Q3809737,Q7569437,
Q3874076,Q16156105,
Q3830275,Q18128982,
Q3931728,Q7569437,
Q3993198,Q7767287,
Q337370,Q7569437,
Q337370,Q7865896,
Q588764,Q644357,
Q971538,Q505825,
Q3993198,Q23055149,
Q166871,Q5949350,
Q511111,Q7865896,
Q208623,Q5949350,
Q504835,Q586458,
Q1101335,Q5949350,
Q58590,Q63072128,
Q975066,Q644357,
Q1352026,Q644357,
Q297750,Q112451,
Q297750,Q478850,
Q297750,Q583881,
Q297750,Q634353,
Q530134,Q5949350,
Q348032,Q791135,
Q348032,Q960966,
Q297750,Q2702840,
Q361178,Q840582,
Q208623,Q18355821,
Q941832,Q7865896,
Q316258,Q5949350,
Q193108,Q10855271,
Q521511,Q644357,
Q311533,Q7569437,
Q1424502,Q7569437,
Q335762,Q7569437,
Q221341,Q644357,
Q371250,Q19030089,
Q443412,Q17062168,
Q348032,Q9387384,
Q611560,Q1387630,
Q611560,Q1388149,
Q611560,Q1418009,
Q611560,Q1987426,
Q318916,Q137341,
Q611560,Q2613195,
