:START_ID(Player),:END_ID(Team),time
Q1626478,Q169637,
Q1627389,Q166105,
Q1627976,Q162990,
Q1628285,Q166105,
Q1628301,Q169165,
Q1639693,Q167253,
Q1630049,Q976396,
Q1669202,Q169661,
Q1583705,Q2928124,
Q1745862,Q169661,
Q1747218,Q131371,
Q1842302,Q131371,
Q1815125,Q976396,
Q1848493,Q165529,
Q1862004,Q132893,
Q2032738,Q159729,
Q2129688,Q157376,
Q2333700,Q162990,
Q2337047,Q159893,
Q2339032,Q159729,
Q2342686,Q169165,
Q2343335,Q162990,
Q2345365,Q166105,
Q2346944,Q138089,
Q2346518,Q166105,
Q2347822,Q162990,
Q2349875,Q159729,
Q2352493,Q131371,
Q2352338,Q159729,
Q2355201,Q169165,
Q2359600,Q157376,
Q2381035,Q169165,
Q2447626,Q162954,
Q2451555,Q121783,
Q2452316,Q169661,
Q2504822,Q131364,
Q2527993,Q162954,
Q2557595,Q132893,
Q2563053,Q128109,
Q2562179,Q157376,
Q2562137,Q166105,
Q2564695,Q159893,
Q2565049,Q159893,
Q2565934,Q169637,
Q2568783,Q164177,
Q2573181,Q161337,
Q2586704,Q121783,
Q2565541,Q976396,
Q2603466,Q169637,
Q2620546,Q169661,
Q2620594,Q170329,
Q2625050,Q169165,
Q2638257,Q166105,
Q2650732,Q157376,
Q2640114,Q572134,
Q2701598,Q169637,
Q2735592,Q132893,
Q2735509,Q162990,
Q2736739,Q128109,
Q2737369,Q138089,
Q2839520,Q169165,
Q2841939,Q976396,
Q2913719,Q159893,
Q2943748,Q170649,
Q3179607,Q169165,
Q3206327,Q513372,
Q3531294,Q170649,
Q3603386,Q162990,
Q3612472,Q161345,
Q3635278,Q170649,
Q3638682,Q138089,
Q3637930,Q164177,
Q3637939,Q169661,
Q3639956,Q169661,
Q3640044,Q169637,
Q3640831,Q162954,
Q3645345,Q166105,
Q3645469,Q162990,
Q3641293,Q513372,
Q3666431,Q121783,
Q3666339,Q166105,
Q3666658,Q162990,
Q3676014,Q128109,
Q3680679,Q128109,
Q3696465,Q138089,
Q3701346,Q167253,
Q3702845,Q157376,
Q3703039,Q162990,
Q3705890,Q138089,
Q3705847,Q157376,
Q3709165,Q132893,
Q3714596,Q161345,
Q3716813,Q170329,
Q3718942,Q131364,
Q3718845,Q159893,
Q3718844,Q166105,
Q3729034,Q169637,
Q3735456,Q166105,
Q3752021,Q121783,
Q3751911,Q159893,
Q3752640,Q159893,
Q3758507,Q157376,
Q3758562,Q169165,
Q3771979,Q166105,
Q3776416,Q166105,
Q3780060,Q169165,
Q3783446,Q166105,
Q3786300,Q162954,
Q3791955,Q131364,
Q3801802,Q164177,
Q3805672,Q131364,
Q3806284,Q138089,
Q3808022,Q131364,
Q3808350,Q121783,
Q3806958,Q167253,
Q3808347,Q166105,
Q3808358,Q170649,
Q6768903,Q131371,
Q6783608,Q572134,
Q15737093,Q169661,
Q6847469,Q157376,
Q15908865,Q165529,
Q1685,Q157376,
Q7045462,Q163480,
Q40444,Q131371,
Q29604,Q572134,
Q44068,Q169637,
Q57596,Q138089,
Q16227014,Q164177,
Q16227291,Q162990,
Q16228417,Q159729,
Q16236541,Q169637,
Q25190434,Q162954,
Q21064045,Q166105,
Q7823453,Q128109,
Q30519348,Q131364,
Q30519458,Q131371,
Q30519500,Q131371,
Q3808661,Q138089,
Q3809254,Q121783,
Q3808369,Q159893,
Q3808638,Q159729,
Q3809501,Q162990,
Q3809485,Q166105,
Q3814856,Q167253,
Q3814826,Q172339,
Q3827154,Q128109,
Q3827161,Q161345,
Q3827157,Q166105,
Q3829349,Q169165,
Q3830841,Q157376,
Q3830948,Q157376,
Q3843599,Q167253,
Q3852430,Q159893,
Q3857402,Q167253,
Q3849464,Q572134,
Q3870713,Q121783,
Q3876016,Q161345,
Q3900131,Q131371,
Q3900801,Q128109,
Q3901340,Q157376,
Q17274843,Q169165,
Q3929805,Q131364,
Q3934744,Q159729,
Q3935036,Q170649,
Q3939847,Q138089,
Q3941231,Q164177,
Q3943093,Q166105,
Q3952849,Q169637,
Q3953567,Q170329,
Q3962531,Q159893,
Q3964848,Q169661,
Q3973381,Q162990,
Q3982514,Q159893,
Q3982512,Q159893,
Q3992442,Q159893,
Q3992513,Q161345,
Q3992501,Q166105,
Q4013035,Q138089,
Q4018607,Q131364,
Q4020225,Q131371,
Q4017940,Q572134,
Q17466552,Q170329,
Q4109533,Q572134,
Q4267632,Q166105,
Q22096387,Q131364,
Q4400961,Q131364,
Q13605907,Q167253,
Q4714896,Q572134,
Q4864784,Q162954,
Q77044,Q976396,
Q4935595,Q121783,
Q112449,Q128109,
Q139376,Q167253,
Q18350645,Q128109,
Q18352238,Q170649,
Q179051,Q169637,
Q4923939,Q2928124,
Q189240,Q170558,
Q203286,Q162990,
Q207608,Q169637,
Q23007630,Q165529,
Q5229774,Q138089,
Q18749170,Q121783,
Q5397323,Q159893,
Q23302736,Q170649,
Q5489167,Q166105,
Q5622482,Q170329,
Q19286282,Q161345,
Q5958908,Q138089,
Q6145960,Q131371,
Q6197721,Q138089,
Q6451040,Q159729,
Q19880933,Q131371,
Q19876913,Q572134,
Q28839789,Q157376,
Q24452154,Q131371,
Q245990,Q164177,
Q250343,Q132893,
Q250534,Q180950,
Q252946,Q572134,
Q270966,Q170329,
Q297474,Q167253,
Q298512,Q169661,
Q310968,Q163480,
Q311546,Q169637,
Q312651,Q164177,
Q313510,Q169165,
Q316183,Q159893,
Q317209,Q157376,
Q317008,Q172339,
Q319614,Q161337,
Q322063,Q131371,
Q297146,Q976396,
Q339256,Q131371,
Q339988,Q169661,
Q344531,Q162954,
Q348696,Q131364,
Q352110,Q164177,
Q352696,Q169138,
Q358704,Q131371,
Q363246,Q167253,
Q364394,Q161345,
Q366772,Q131371,
Q368561,Q159893,
Q369109,Q161337,
Q370006,Q165529,
Q372341,Q166105,
Q380812,Q157376,
Q381746,Q157376,
Q381721,Q572134,
Q431301,Q167253,
Q432341,Q164177,
Q443125,Q131371,
Q443267,Q157376,
Q443665,Q162990,
Q456776,Q169165,
Q460516,Q132880,
Q460131,Q572134,
Q489158,Q128109,
Q493027,Q169165,
Q498348,Q128109,
Q507634,Q166105,
Q513427,Q161345,
Q514456,Q131364,
Q514562,Q170649,
Q517029,Q169661,
Q521872,Q170649,
Q523017,Q161337,
Q529751,Q157376,
Q533068,Q162990,
Q547977,Q121783,
Q554237,Q128109,
Q554586,Q163480,
Q554624,Q170558,
Q555396,Q165529,
Q557144,Q162954,
Q557835,Q159893,
Q557148,Q572134,
Q582252,Q159893,
Q596497,Q138089,
Q601681,Q162954,
Q628081,Q166105,
Q637382,Q159893,
Q644762,Q138089,
Q650683,Q121783,
Q649511,Q169661,
Q658347,Q128109,
Q659886,Q138089,
Q669334,Q172339,
Q685842,Q169661,
Q700287,Q169661,
Q711505,Q138089,
Q715717,Q170558,
Q716062,Q165529,
Q718804,Q131371,
Q725890,Q138089,
Q729072,Q121783,
Q732231,Q169138,
Q738690,Q132880,
Q742104,Q138089,
Q770696,Q131364,
Q787502,Q131371,
Q795227,Q128109,
Q803821,Q169661,
Q918596,Q121783,
Q923569,Q131371,
Q931300,Q170649,
Q931525,Q170329,
Q938628,Q157376,
Q939333,Q169637,
Q941838,Q164177,
Q946002,Q121783,
Q947932,Q132880,
Q955015,Q169637,
Q958023,Q169138,
Q962408,Q170329,
Q1891397,Q131364,
Q2088051,Q165529,
Q2256877,Q138089,
Q2274270,Q128109,
Q2325022,Q161345,
Q2325610,Q166105,
Q2325711,Q169637,
Q2326870,Q128109,
Q2327114,Q128109,
Q2327168,Q162954,
Q2327974,Q161337,
Q2330106,Q164177,
Q2331870,Q166105,
Q2331770,Q169661,
Q2333229,Q131371,
Q2332464,Q169661,
Q2334585,Q162990,
Q2326339,Q572134,
Q2347493,Q157376,
Q2348679,Q161345,
Q2423042,Q163480,
Q2481543,Q163480,
Q2486104,Q976396,
Q2561495,Q170558,
Q2562208,Q159893,
Q2566198,Q138089,
Q2566498,Q131364,
Q2567438,Q161337,
Q2568192,Q167253,
Q2569684,Q162990,
Q2569994,Q166105,
Q2560036,Q572134,
Q965169,Q161337,
Q967630,Q157376,
Q970476,Q121783,
Q971538,Q121783,
Q972973,Q121783,
Q973751,Q157376,
Q1027929,Q131364,
Q1101335,Q167253,
Q1109900,Q157376,
Q1111167,Q169138,
Q1132365,Q169637,
Q1132778,Q159893,
Q1159115,Q164177,
Q1123574,Q2928124,
Q1188953,Q976396,
Q1244957,Q163480,
Q1352026,Q157376,
Q1363884,Q132893,
Q1413920,Q169637,
Q1421720,Q161337,
Q1444934,Q157376,
Q1449882,Q138089,
Q1455879,Q162990,
Q1460225,Q128109,
Q1460233,Q131364,
Q1463146,Q162990,
Q1463338,Q166105,
Q1469682,Q166105,
Q1606800,Q121783,
Q1605786,Q159893,
Q1607201,Q138089,
Q1607214,Q138089,
Q1607728,Q170329,
Q1609283,Q132893,
Q1608147,Q169661,
Q1608824,Q161345,
Q1612392,Q162990,
Q1614388,Q169637,
Q1616713,Q164177,
Q1618646,Q121783,
Q1617574,Q159893,
Q1618739,Q169637,
Q1620255,Q131371,
Q1621861,Q131371,
Q1620780,Q166105,
Q1622164,Q131371,
Q1621435,Q159893,
Q1621669,Q167253,
Q1623270,Q121783,
Q1623168,Q131371,
Q1623295,Q131364,
Q1624855,Q162954,
Q1626483,Q131364,
Q1626576,Q131371,
Q1626436,Q138089,
Q1626928,Q159893,
Q1627394,Q162954,
Q1627284,Q169165,
Q1629914,Q128109,
Q1631678,Q161345,
Q1631692,Q162990,
Q1631748,Q161345,
Q1635374,Q167253,
Q1639233,Q159729,
Q1658960,Q169661,
Q1665679,Q138089,
Q1749506,Q159729,
Q1752926,Q164177,
Q2571330,Q169661,
Q2571956,Q157376,
Q2573637,Q131364,
Q2610277,Q121783,
Q2609359,Q163480,
Q2615252,Q164177,
Q2620577,Q166105,
Q2623582,Q128109,
Q2632962,Q121783,
Q2632370,Q170558,
Q2698421,Q169165,
Q2712666,Q159893,
Q2714920,Q128109,
Q2715204,Q131371,
Q2720230,Q132880,
Q2733952,Q172339,
Q2735520,Q164177,
Q2735590,Q170329,
Q3023991,Q162954,
Q3162963,Q162954,
Q3071971,Q3307390,
Q3262413,Q170329,
Q3329090,Q166105,
Q3414536,Q162954,
Q3445686,Q138089,
Q3535728,Q169661,
Q3608060,Q572134,
Q3638888,Q131364,
Q3640013,Q169637,
Q3641289,Q131371,
Q3641303,Q138089,
Q3641419,Q159893,
Q3641241,Q169165,
Q3641301,Q169661,
Q3641400,Q169165,
Q3643485,Q131371,
Q3646305,Q166105,
Q3664162,Q128109,
Q3665711,Q164177,
Q3666683,Q169661,
Q3676054,Q162990,
Q3676050,Q169637,
Q3680421,Q128109,
Q3681721,Q169637,
Q3702816,Q159893,
Q3703037,Q157376,
Q3703049,Q169661,
Q3713560,Q138089,
Q3713597,Q138089,
Q3714607,Q169165,
Q3718691,Q121783,
Q3641331,Q2928124,
Q3733311,Q170649,
Q3759440,Q131364,
Q3760442,Q131364,
Q3760661,Q159893,
Q3776447,Q138089,
Q3687076,Q2928124,
Q3776426,Q159893,
Q3783438,Q132893,
Q3784338,Q159729,
Q3786743,Q159893,
Q3806506,Q138089,
Q3805605,Q169661,
Q3806562,Q162990,
Q3808116,Q138089,
Q3808310,Q138089,
Q3807782,Q159893,
Q3808365,Q162990,
Q3808338,Q169165,
Q3808328,Q169661,
Q3809706,Q128109,
Q3809737,Q128109,
Q3809520,Q138089,
Q3809226,Q170649,
Q3809664,Q159893,
Q3817490,Q162954,
Q3806812,Q572134,
Q3827176,Q166105,
Q3830193,Q157376,
Q3835001,Q128109,
Q3836673,Q159893,
Q3852039,Q128109,
Q3856181,Q157376,
Q3857357,Q128109,
Q3857420,Q128109,
Q3856912,Q169637,
Q3867448,Q169661,
Q3870717,Q169138,
Q3874249,Q164177,
Q3876024,Q159893,
Q3850113,Q976396,
Q3878428,Q131371,
Q3898129,Q138089,
Q3808660,Q2928124,
Q3900808,Q162954,
Q3909035,Q138089,
Q3929794,Q131371,
Q3930619,Q157376,
Q3930613,Q170329,
Q24207142,Q163480,
Q10862660,Q159893,
Q6437162,Q170558,
Q19865640,Q128109,
Q20031584,Q131371,
Q6758372,Q572134,
Q6968743,Q169165,
Q7000015,Q159893,
Q6999966,Q170329,
Q42065,Q170329,
Q48838,Q169138,
Q7109779,Q169165,
Q20540520,Q169138,
Q16227284,Q161345,
Q16227648,Q161345,
Q16235417,Q138089,
Q12058834,Q161337,
Q16622999,Q159893,
Q16661017,Q169637,
Q7819595,Q138089,
Q7823209,Q169661,
Q17285036,Q121783,
Q17294972,Q163480,
Q17294965,Q180950,
Q17302809,Q169165,
Q3934735,Q159893,
Q3935052,Q157376,
Q3942010,Q169661,
Q3942304,Q170649,
Q3973341,Q131371,
Q3979077,Q159729,
Q3983054,Q157376,
Q3984812,Q138089,
Q3984825,Q161345,
Q3984827,Q169661,
Q3991192,Q131364,
Q3992165,Q162954,
Q3972809,Q976396,
Q4017829,Q128109,
Q4017858,Q167253,
Q4018592,Q169165,
Q4020220,Q128109,
Q4020456,Q169637,
Q4017850,Q2928124,
Q17513432,Q170649,
Q17634891,Q138089,
Q4274128,Q138089,
Q4401184,Q159729,
Q8988855,Q169637,
Q13464007,Q128109,
Q4667056,Q172339,
Q13605944,Q121783,
Q13605936,Q159893,
Q13605965,Q162990,
Q13605982,Q170329,
Q4783869,Q166105,
Q4811246,Q138089,
Q71127,Q131371,
Q71980,Q131364,
Q4892340,Q166105,
Q116551,Q121783,
Q136678,Q180950,
Q142214,Q131371,
Q4963220,Q131364,
Q179906,Q165529,
Q185268,Q163480,
Q202295,Q132880,
Q203331,Q132880,
Q213346,Q170649,
Q222851,Q157376,
Q259401,Q513372,
Q278594,Q121783,
Q289398,Q157376,
Q295322,Q128109,
Q280437,Q976396,
Q314071,Q159729,
Q316243,Q128109,
Q309783,Q976396,
Q352114,Q161345,
Q364367,Q132893,
Q367961,Q161337,
Q371821,Q138089,
Q372180,Q162990,
Q372389,Q166105,
Q373964,Q169165,
Q23022995,Q128109,
Q18564189,Q157376,
Q360993,Q976396,
Q5115492,Q2928124,
Q5258221,Q170649,
Q5292227,Q169661,
Q5316144,Q128109,
Q5548413,Q164177,
Q14469440,Q170649,
Q5816623,Q121783,
Q10345670,Q166105,
Q23771345,Q159893,
Q19364844,Q131371,
Q6175280,Q167253,
Q19577264,Q165529,
Q1458331,Q166105,
Q1463671,Q131364,
Q1463211,Q164177,
Q1463696,Q170649,
Q1464679,Q169637,
Q1469735,Q131371,
Q1468968,Q159893,
Q1469707,Q157376,
Q1606362,Q131371,
Q376230,Q121783,
Q386513,Q128109,
Q388134,Q169165,
Q433148,Q170558,
Q440210,Q128109,
Q440111,Q169637,
Q455757,Q138089,
Q456702,Q157376,
Q460246,Q172339,
Q461574,Q170329,
Q471572,Q165529,
Q493208,Q162990,
Q493115,Q169661,
Q509150,Q169637,
Q511111,Q157376,
Q520219,Q131364,
Q519305,Q159893,
Q524843,Q138089,
Q533916,Q169661,
Q554815,Q131364,
Q555436,Q162990,
Q580808,Q170329,
Q581408,Q159893,
Q598416,Q131371,
Q598461,Q162990,
Q600954,Q121783,
Q608514,Q162990,
Q608749,Q169165,
Q614522,Q131371,
Q588764,Q976396,
Q647663,Q121783,
Q671268,Q167253,
Q647498,Q976396,
Q682468,Q169661,
Q657876,Q976396,
Q703908,Q169165,
Q705993,Q170558,
Q710012,Q167253,
Q714213,Q121783,
Q719836,Q131371,
Q727048,Q159729,
Q732350,Q162954,
Q740121,Q157376,
Q640253,Q3307390,
Q749008,Q121783,
Q742119,Q572134,
Q763044,Q121783,
Q767363,Q131364,
Q862011,Q131364,
Q864225,Q157376,
Q888707,Q166105,
Q924072,Q170329,
Q926220,Q163480,
Q927926,Q170558,
Q939422,Q159893,
Q940613,Q169637,
Q943900,Q159893,
Q950035,Q166105,
Q950413,Q170649,
Q954582,Q167253,
Q941832,Q572134,
Q955010,Q157376,
Q975066,Q164177,
Q976016,Q157376,
Q977666,Q161345,
Q979242,Q121783,
Q971106,Q572134,
Q973049,Q572134,
Q1093489,Q169165,
Q1125388,Q169637,
Q1102109,Q976396,
Q1134403,Q162990,
Q1154068,Q170558,
Q1159084,Q169661,
Q1166588,Q170649,
Q1170430,Q128109,
Q1184381,Q170649,
Q1200332,Q163480,
Q1355070,Q169165,
Q1364271,Q131371,
Q1367824,Q169637,
Q1371033,Q161345,
Q1372226,Q164177,
Q1373712,Q167253,
Q1382444,Q166105,
Q1394224,Q167253,
Q1419688,Q169661,
Q1424475,Q157376,
Q1424165,Q170558,
Q1432596,Q128109,
Q1442393,Q121783,
Q2735651,Q131371,
Q2736467,Q131371,
Q2755996,Q161337,
Q2817205,Q170558,
Q2979330,Q161345,
Q3335438,Q169661,
Q3546387,Q132880,
Q3607559,Q159893,
Q3607493,Q169661,
Q3611535,Q159729,
Q3615422,Q170558,
Q3616282,Q164177,
Q3635223,Q131364,
Q3635069,Q169661,
Q3640008,Q159893,
Q3641404,Q157376,
Q3641271,Q166105,
Q3641274,Q166105,
Q3644447,Q164177,
Q3646216,Q157376,
Q3646337,Q166105,
Q3645478,Q572134,
Q3658790,Q162954,
Q3660140,Q121783,
Q3658770,Q166105,
Q3675545,Q169637,
Q3701345,Q138089,
Q3703044,Q128109,
Q3702803,Q157376,
Q3705850,Q138089,
Q3706937,Q131364,
Q3715907,Q170649,
Q3718722,Q161345,
Q3725517,Q166105,
Q3735442,Q138089,
Q3759445,Q121783,
Q3758489,Q162954,
Q3758516,Q170558,
Q3759415,Q159729,
Q3760212,Q166105,
Q3760621,Q166105,
Q3760568,Q169661,
Q3772728,Q169165,
Q3773339,Q167253,
Q3675561,Q3307390,
Q3785012,Q162990,
Q3787395,Q157376,
Q3802374,Q169138,
Q3806765,Q128109,
Q3805721,Q162990,
Q3805717,Q169661,
Q3806798,Q138089,
Q3806280,Q169661,
Q3808307,Q131371,
Q3808364,Q138089,
Q3808371,Q161345,
Q3808368,Q164177,
Q3808376,Q169661,
Q3809470,Q166105,
Q3810125,Q170329,
Q3830275,Q138089,
Q3830153,Q166105,
Q3830839,Q169661,
Q3809359,Q976396,
Q3849554,Q128109,
Q3849899,Q157376,
Q3850102,Q157376,
Q3854064,Q131364,
Q3854073,Q157376,
Q3857417,Q131371,
Q3857412,Q132893,
Q3856917,Q167253,
Q3857468,Q157376,
Q3857392,Q169165,
Q3863037,Q132893,
Q3874076,Q164177,
Q3874306,Q169165,
Q3878435,Q166105,
Q3897536,Q131364,
Q3901344,Q169661,
Q3930041,Q169637,
Q3931440,Q131371,
Q3930640,Q166105,
Q3934007,Q131371,
Q3934736,Q167253,
Q3940990,Q138089,
Q3941985,Q128109,
Q3940970,Q159893,
Q3940971,Q169661,
Q3940992,Q169661,
Q3945523,Q159893,
Q3953581,Q166105,
Q3931734,Q976396,
Q3961087,Q128109,
Q3962469,Q169637,
Q3878431,Q2928124,
Q3973365,Q169165,
Q3978605,Q138089,
Q3979078,Q169138,
Q3913090,Q2928124,
Q1606869,Q157376,
Q1608055,Q159893,
Q1617143,Q121783,
Q1616737,Q167253,
Q1617934,Q164177,
Q1617777,Q169661,
Q1619538,Q132880,
Q1618709,Q159729,
Q1618730,Q161345,
Q1619696,Q157376,
Q1621492,Q159893,
Q1622399,Q138089,
Q1621763,Q169165,
Q1627407,Q132893,
Q1628498,Q121783,
Q1626992,Q169165,
Q1627788,Q164177,
Q1628192,Q170329,
Q1628310,Q169165,
Q1629769,Q128109,
Q1630233,Q131364,
Q1607997,Q976396,
Q1634796,Q159893,
Q1635860,Q169165,
Q1684380,Q128109,
Q1886445,Q159729,
Q1888440,Q169637,
Q2011732,Q161345,
Q2015928,Q159893,
Q2035627,Q132893,
Q2084974,Q180950,
Q2082646,Q976396,
Q2287018,Q167253,
Q2282706,Q572134,
Q2307611,Q162954,
Q2317038,Q169165,
Q2320427,Q170649,
Q2321637,Q161345,
Q2325739,Q131364,
Q2327311,Q167253,
Q2327355,Q169637,
Q2327892,Q170558,
Q2329774,Q138089,
Q2330509,Q138089,
Q2331791,Q121783,
Q2331753,Q138089,
Q2332259,Q138089,
Q2332594,Q131364,
Q2331672,Q167253,
Q2331852,Q170649,
Q2336851,Q121783,
Q2335416,Q169138,
Q2337670,Q121783,
Q2337906,Q157376,
Q2339308,Q157376,
Q2340575,Q131371,
Q2340588,Q131364,
Q2340561,Q170649,
Q2343394,Q131364,
Q2342717,Q159729,
Q2345886,Q161337,
Q2348890,Q121783,
Q2350303,Q121783,
Q2354968,Q159729,
Q2357156,Q169661,
Q2415540,Q159893,
Q2420023,Q167253,
Q2445067,Q164177,
Q2464807,Q131364,
Q2471705,Q166105,
Q2518209,Q131364,
Q2520223,Q161345,
Q2527657,Q121783,
Q2528518,Q132893,
Q2530432,Q128109,
Q2555675,Q131371,
Q2557612,Q132880,
Q2557309,Q164177,
Q2561192,Q121783,
Q2567459,Q121783,
Q2566308,Q167253,
Q2566761,Q164177,
Q2566766,Q169637,
Q2567482,Q157376,
Q2568283,Q159729,
Q2556204,Q572134,
Q2572066,Q170649,
Q2601456,Q164177,
Q2602225,Q159729,
Q2607044,Q172339,
Q2620861,Q159729,
Q2629170,Q157376,
Q2663482,Q121783,
Q2662655,Q170649,
Q2697583,Q165529,
Q2698478,Q161337,
Q2698417,Q169165,
Q2733180,Q131371,
Q2734314,Q131371,
Q2734358,Q976396,
Q19310495,Q138089,
Q6110020,Q169637,
Q6127184,Q165529,
Q6220620,Q121783,
Q19667582,Q128109,
Q6390069,Q131364,
Q19864241,Q132893,
Q20031362,Q164177,
Q15608836,Q164177,
Q15623860,Q121783,
Q15845433,Q172339,
Q6939389,Q131371,
Q7001338,Q169661,
Q15920046,Q138089,
Q7035595,Q159729,
Q48860,Q132893,
Q7117296,Q169138,
Q7179634,Q169661,
Q16114861,Q121783,
Q7152742,Q2928124,
Q16204824,Q138089,
Q16226926,Q132880,
Q16226957,Q169661,
Q21209177,Q162954,
Q16846249,Q138089,
Q16847519,Q138089,
Q17180552,Q572134,
Q17281073,Q162954,
Q17285824,Q138089,
Q3984739,Q169165,
Q3984809,Q169661,
Q3992118,Q131364,
Q3992437,Q121783,
Q3992530,Q131364,
Q3992498,Q169165,
Q3992497,Q169165,
Q3992511,Q169165,
Q3992907,Q159893,
Q3993330,Q170329,
Q4018613,Q121783,
Q3991349,Q976396,
Q4120452,Q166105,
Q22005666,Q976396,
Q4274360,Q161345,
Q8982526,Q138089,
Q8992149,Q157376,
Q4864809,Q159729,
Q70698,Q132893,
Q93587,Q161337,
Q13860876,Q170558,
Q4984295,Q166105,
Q5006560,Q167253,
Q201608,Q169661,
Q208623,Q170558,
Q270975,Q169165,
Q280376,Q132893,
Q288853,Q166105,
Q302777,Q157376,
Q310281,Q128109,
Q310541,Q169165,
Q314413,Q128109,
Q314822,Q121783,
Q314409,Q169637,
Q316253,Q132880,
Q317045,Q169661,
Q305510,Q572134,
Q296403,Q976396,
Q27443338,Q164177,
Q352064,Q169637,
Q357458,Q121783,
Q343746,Q572134,
Q359052,Q162954,
Q363460,Q157376,
Q363445,Q161337,
Q363421,Q170649,
Q370011,Q132893,
Q369593,Q157376,
Q362214,Q572134,
Q377721,Q138089,
Q384801,Q161345,
Q376586,Q572134,
Q311542,Q3307390,
Q431215,Q138089,
Q434824,Q157376,
Q440357,Q131371,
Q443412,Q131371,
Q443678,Q170558,
Q447286,Q162990,
Q458552,Q170649,
Q460193,Q131371,
Q459312,Q170649,
Q483890,Q167253,
Q510147,Q128109,
Q509573,Q163480,
Q517747,Q166105,
Q520357,Q169165,
Q521829,Q131371,
Q522252,Q131364,
Q526394,Q159893,
Q528585,Q161345,
Q1115784,Q138089,
Q1132528,Q169165,
Q1132527,Q169661,
Q1179612,Q162990,
Q1200330,Q167253,
Q1238103,Q976396,
Q1279973,Q167253,
Q1291124,Q161345,
Q1280005,Q572134,
Q1332856,Q157376,
Q1339658,Q166105,
Q1353111,Q169165,
Q1358452,Q164177,
Q1365204,Q169138,
Q1389137,Q163480,
Q1392830,Q169637,
Q1407902,Q159729,
Q1456855,Q159893,
Q1456878,Q169138,
Q1458241,Q164177,
Q1458403,Q162990,
Q1459561,Q167253,
Q1460251,Q162954,
Q1571580,Q170558,
Q1607739,Q128109,
Q1606866,Q157376,
Q1606745,Q166105,
Q1607981,Q131364,
Q1608128,Q121783,
Q1608013,Q170329,
Q1610171,Q131371,
Q1610263,Q131364,
Q1612851,Q169661,
Q1613303,Q161345,
Q1616714,Q157376,
Q1617178,Q164177,
Q1618754,Q128109,
Q1617862,Q159893,
Q1618656,Q162954,
Q1619317,Q167253,
Q530134,Q131371,
Q541911,Q131364,
Q547758,Q169165,
Q535559,Q572134,
Q553516,Q170558,
Q554905,Q172339,
Q557526,Q161345,
Q580435,Q169637,
Q582337,Q162954,
Q586337,Q128109,
Q585866,Q162990,
Q587512,Q121783,
Q594137,Q161345,
Q605482,Q159893,
Q611457,Q170649,
Q611468,Q172339,
Q616436,Q169165,
Q648455,Q169661,
Q652743,Q128109,
Q662328,Q132893,
Q706771,Q138089,
Q714058,Q131364,
Q717054,Q162954,
Q717793,Q162954,
Q721011,Q128109,
Q722629,Q131371,
Q735730,Q121783,
Q741842,Q161345,
Q767836,Q157376,
Q767817,Q159729,
Q773636,Q167253,
Q783112,Q131371,
Q786633,Q138089,
Q888002,Q159893,
Q888647,Q170558,
Q918347,Q131371,
Q919954,Q138089,
Q925856,Q131364,
Q926014,Q167253,
Q931867,Q169661,
Q935772,Q131364,
Q935879,Q169661,
Q925099,Q572134,
Q947656,Q159893,
Q951041,Q169661,
Q952921,Q167253,
Q960818,Q166105,
Q961915,Q161345,
Q966704,Q138089,
Q970313,Q138089,
Q971523,Q132880,
Q974603,Q165529,
Q974738,Q166105,
Q951943,Q976396,
Q987146,Q132893,
Q1027716,Q161345,
Q1053971,Q138089,
Q1061731,Q161345,
Q1075984,Q170329,
Q1077437,Q132893,
Q1621478,Q161345,
Q1621788,Q170649,
Q1623260,Q157376,
Q1624907,Q121783,
Q1626595,Q128109,
Q1626495,Q170558,
Q1626545,Q170558,
Q1627982,Q162990,
Q1627840,Q170329,
Q1634182,Q131364,
Q1634914,Q162990,
Q1661518,Q170649,
Q1747213,Q164177,
Q1748399,Q167253,
Q1749388,Q157376,
Q1753506,Q164177,
Q1771117,Q513372,
Q1795074,Q163480,
Q1857885,Q128109,
Q1887670,Q169637,
Q1890505,Q132880,
Q2023534,Q128109,
Q2063085,Q131371,
Q2260799,Q161345,
Q2294935,Q170329,
Q2308568,Q128109,
Q2309877,Q170649,
Q2324397,Q159893,
Q2324380,Q166105,
Q2326556,Q128109,
Q2327919,Q131364,
Q2329080,Q131364,
Q2330034,Q128109,
Q2332425,Q131371,
Q2332272,Q138089,
Q2338104,Q131371,
Q2340949,Q169165,
Q2342202,Q131371,
Q2341885,Q167253,
Q2342516,Q166105,
Q2344013,Q166105,
Q2345383,Q128109,
Q2351747,Q167253,
Q2358444,Q159893,
Q2345988,Q572134,
Q2438886,Q169637,
Q2455369,Q132880,
Q2486090,Q162990,
Q2520287,Q169637,
Q2553181,Q170329,
Q2563071,Q138089,
Q2565814,Q128109,
Q2565823,Q132893,
Q2565774,Q170558,
Q2566744,Q161345,
Q2573187,Q121783,
Q2586552,Q131364,
Q2567451,Q976396,
Q2593867,Q157376,
Q2603419,Q169165,
Q2609883,Q170649,
Q2626273,Q164177,
Q2629179,Q164177,
Q2656341,Q164177,
Q2569207,Q2928124,
Q2732041,Q131364,
Q2733201,Q166105,
Q2737145,Q128109,
Q2919387,Q159893,
Q3335460,Q131364,
Q3618516,Q157376,
Q3618505,Q169165,
Q3635233,Q157376,
