:START_ID(Player),:END_ID(Team),start_time,end_time,sport_number,position
Q634812,Q162954,,,,
Q634812,Q164177,,,,
Q634770,Q166105,,,,
Q634812,Q172339,,,,
Q641345,Q121783,,,,
Q640300,Q159729,,,,
Q640300,Q159893,,,,
Q640300,Q162954,,,,
Q640300,Q169637,,,,
Q640300,Q169661,,,,
Q641345,Q161345,,,,
Q634812,Q572134,,,,
Q649548,Q131364,,,,
Q640300,Q572134,,,,
Q659284,Q128109,,,,
Q659284,Q159729,,,,
Q634812,Q976396,,,,
Q662773,Q132893,,,,
Q662773,Q159893,,,,
Q662773,Q169165,,,,
Q666812,Q121783,,,,
Q666812,Q138089,,,,
Q666812,Q165529,,,,
Q669892,Q132893,,,,
Q669892,Q157376,,,,
Q669892,Q162954,,,,
Q669892,Q164177,,,,
Q669892,Q169165,,,,
Q669892,Q170649,,,,
Q671294,Q128109,,,,
Q671294,Q165529,,,,
Q671294,Q166105,,,,
Q671294,Q169138,,,,
Q676808,Q159729,,,,
Q678639,Q128109,,,,
Q678639,Q138089,,,,
Q678639,Q159893,,,,
Q678639,Q166105,,,,
Q678639,Q167253,,,,
Q678639,Q170649,,,,
Q666812,Q572134,,,,
Q662773,Q976396,,,,
Q666812,Q976396,,,,
Q705206,Q162990,,,,
Q705206,Q169661,,,,
Q714191,Q131371,,,,
Q714191,Q159893,,,,
Q714191,Q166105,,,,
Q716637,Q162990,,,,
Q718789,Q170329,,,,
Q723208,Q159729,,,,
Q723208,Q572134,,,,
Q742049,Q138089,,,,
Q742049,Q162954,,,,
Q744920,Q159729,,,,
Q662773,Q3307390,,,,
Q764756,Q121783,,,,
Q764756,Q131371,,,,
Q764756,Q138089,,,,
Q764756,Q162990,,,,
Q764756,Q163480,,,,
Q764756,Q164177,,,,
Q770083,Q132893,,,,
Q769722,Q159729,,,,
Q769722,Q162954,,,,
Q769722,Q167253,,,,
Q769722,Q170329,,,,
Q770083,Q159729,,,,
Q770083,Q162954,,,,
Q770083,Q163480,,,,
Q770083,Q169637,,,,
Q770083,Q172339,,,,
Q775378,Q131364,,,,
Q778308,Q132893,,,,
Q778308,Q169138,,,,
Q836418,Q128109,,,,
Q836418,Q157376,,,,
Q890511,Q162990,,,,
Q893223,Q157376,,,,
Q893223,Q162990,,,,
Q680038,Q132893,1981,1982,,
Q680038,Q162954,1984,1989,,
Q771496,Q976396,1988,1989,,
Q735251,Q131364,1965,1968,,
Q680038,Q167253,1982,1984,,
Q771496,Q164177,1986,1987,,
Q680038,Q157376,1978,1980,,
Q680038,Q170649,1980,1981,,
Q923075,Q132893,2006,2007,,
Q923075,Q172339,2010,2011,,
Q923075,Q132880,March 2009,July 2009,,
Q923075,Q132880,November 2009,January 2010,,
Q983599,Q128109,2014,2014,,
Q898177,Q157376,,,,
Q898177,Q170329,,,,
Q908715,Q132893,,,,
Q908715,Q163480,,,,
Q908715,Q169165,,,,
Q918643,Q128109,,,,
Q918643,Q157376,,,,
Q918643,Q161337,,,,
Q918643,Q170329,,,,
Q921771,Q161345,,,,
Q921771,Q167253,,,,
Q921771,Q170558,,,,
Q924575,Q169637,,,,
Q926153,Q131371,,,,
Q929663,Q159893,,,,
Q929663,Q161345,,,,
Q929663,Q169165,,,,
Q918643,Q572134,,,,
Q933952,Q132893,,,,
Q933952,Q169165,,,,
Q938023,Q138089,,,,
Q938023,Q157376,,,,
Q938023,Q161345,,,,
Q940442,Q157376,,,,
Q940442,Q162954,,,,
Q941349,Q159729,,,,
Q941349,Q169661,,,,
Q944821,Q165529,,,,
Q948237,Q161345,,,,
Q948237,Q169637,,,,
Q924575,Q976396,,,,
Q952463,Q157376,,,,
Q952463,Q159893,,,,
Q958366,Q138089,,,,
Q958710,Q128109,,,,
Q958366,Q161345,,,,
Q958366,Q164177,,,,
Q958366,Q165529,,,,
Q958366,Q167253,,,,
Q958366,Q169637,,,,
Q958366,Q169661,,,,
Q958710,Q161345,,,,
Q958710,Q163480,,,,
Q961786,Q128109,,,,
Q948237,Q572134,,,,
Q961786,Q157376,,,,
Q961786,Q162990,,,,
Q965688,Q128109,,,,
Q965688,Q131371,,,,
Q952463,Q572134,,,,
Q965688,Q159729,,,,
Q965431,Q169138,,,,
Q965431,Q172339,,,,
Q982558,Q121783,,,,
Q982558,Q128109,,,,
Q982558,Q132880,,,,
Q982558,Q169138,,,,
Q982558,Q169661,,,,
Q984074,Q128109,,,,
Q984074,Q131364,,,,
Q984074,Q132893,,,,
Q984074,Q138089,,,,
Q984074,Q164177,,,,
Q984074,Q169637,,,,
Q958366,Q976396,,,,
Q984074,Q976396,,,,
Q1077691,Q159729,,,,
Q1077691,Q162990,,,,
Q1077691,Q169138,,,,
Q1077691,Q572134,,,,
Q1097123,Q163480,,,,
Q1097123,Q169637,,,,
Q1097123,Q572134,,,,
Q1112016,Q169661,,,,
Q1114256,Q131364,,,,
Q1114256,Q161345,,,,
Q1114256,Q166105,,,,
Q1114256,Q180950,,,,
Q1116536,Q170558,,,,
Q1121849,Q169661,,,,
Q1132672,Q161337,,,,
Q1132672,Q169138,,,,
Q1114256,Q976396,,,,
Q1132672,Q572134,,,,
Q1132672,Q3307390,,,,
Q1112016,Q976396,1981,1982,,
Q923075,Q159729,February 2009,March 2009,,
Q924913,Q170649,2011,,,
Q945896,Q159893,,1958,,
Q923075,Q161345,August 2009,November 2009,,
Q924913,Q170329,2001,2009,,
Q983599,Q572134,July 2012,2014,,
Q924913,Q165529,2009,2010,,
Q1076942,Q132893,1997,1999,,
Q1076942,Q128109,1999,2000,,
Q1354036,Q159893,2012,2014,,
Q1560424,Q166105,1987,1987,,
Q1260757,Q159893,2003,2004,,
Q1458320,Q170329,1983,1988,,
Q1151037,Q128109,,,,
Q1151037,Q163480,,,,
Q1167795,Q131371,,,,
Q1167795,Q159893,,,,
Q1167795,Q166105,,,,
Q1167795,Q169165,,,,
Q1173006,Q128109,,,,
Q1173006,Q131371,,,,
Q1266392,Q138089,,,,
Q1267622,Q172339,,,,
Q1277115,Q169661,,,,
Q1338592,Q159729,,,,
Q1338592,Q169661,,,,
Q1362580,Q131364,,,,
Q1362580,Q170329,,,,
Q1377443,Q159893,,,,
Q1377443,Q172339,,,,
Q1378121,Q159729,,,,
Q1381221,Q131364,,,,
Q1381221,Q169661,,,,
Q1385557,Q131364,,,,
Q1385557,Q132880,,,,
Q1386659,Q132880,,,,
Q1385557,Q167253,,,,
Q1385557,Q170329,,,,
Q1386659,Q170329,,,,
Q1386659,Q170558,,,,
Q1390262,Q159893,,,,
Q1390262,Q163480,,,,
Q1390262,Q167253,,,,
Q1390262,Q169637,,,,
Q1390766,Q162954,,,,
Q1390766,Q170329,,,,
Q1385557,Q976396,,,,
Q1424397,Q128109,,,,
Q1424495,Q128109,,,,
Q1424495,Q159893,,,,
Q1424397,Q163480,,,,
Q1424495,Q161337,,,,
Q1424495,Q166105,,,,
Q1424397,Q169138,,,,
Q1424397,Q169637,,,,
Q1424397,Q170558,,,,
Q1424397,Q572134,,,,
Q1424495,Q572134,,,,
Q1439541,Q138089,,,,
Q1439541,Q157376,,,,
Q1439541,Q159729,,,,
Q1445196,Q161345,,,,
Q1445196,Q166105,,,,
Q1445196,Q169637,,,,
Q1458255,Q131371,,,,
Q1458255,Q132880,,,,
Q1458255,Q132893,,,,
Q1458255,Q157376,,,,
Q1458255,Q162954,,,,
Q1458255,Q169165,,,,
Q1463192,Q163480,,,,
Q1463192,Q164177,,,,
Q1463192,Q169138,,,,
Q1463192,Q169165,,,,
Q1463192,Q172339,,,,
Q1590021,Q167253,,,,
Q1606675,Q121783,,,,
Q1606779,Q131364,,,,
Q1606675,Q159893,,,,
Q1606859,Q157376,,,,
Q1606675,Q164177,,,,
Q1606675,Q166105,,,,
Q1606859,Q169661,,,,
Q1608479,Q121783,,,,
Q1607991,Q157376,,,,
Q1607991,Q166105,,,,
Q1608479,Q159729,,,,
Q1609491,Q131371,,,,
Q1608378,Q169661,,,,
Q1608479,Q170329,,,,
Q1608898,Q162954,,,,
Q1608912,Q162954,,,,
Q1608798,Q170329,,,,
Q1609491,Q169661,,,,
Q1616732,Q162954,,,,
Q1616754,Q162954,,,,
Q1616732,Q164177,,,,
Q1616732,Q166105,,,,
Q1616754,Q170329,,,,
Q1606859,Q513372,,,,
Q1606675,Q572134,,,,
Q1616732,Q572134,,,,
Q1354036,Q132880,2014,2015,,
Q1463719,Q170329,1968,1969,,
Q1354036,Q138089,2005,2012,,
Q1354036,Q976396,2017,2020,,
Q1354036,Q161345,2016,2017,,
Q1354036,Q121783,2015,2016,,
Q1375950,Q170558,2013,2013,,
Q1617911,Q572134,2001,2004,,
Q1632186,Q128109,1992,1993,,
Q1616754,Q157376,,,,
Q1617925,Q121783,,,,
Q1616801,Q159729,,,,
Q1616801,Q161337,,,,
Q1616754,Q166105,,,,
Q1616777,Q166105,,,,
Q1617065,Q159893,,,,
Q1617925,Q138089,,,,
Q1617800,Q165529,,,,
Q1617925,Q162954,,,,
Q1619365,Q131364,,,,
Q1619365,Q159893,,,,
Q1619249,Q169165,,,,
Q1619365,Q169165,,,,
Q1621428,Q128109,,,,
Q1620628,Q163480,,,,
Q1621720,Q128109,,,,
Q1622114,Q121783,,,,
Q1621417,Q161345,,,,
Q1621417,Q165529,,,,
Q1621720,Q157376,,,,
Q1622889,Q121783,,,,
Q1621720,Q159729,,,,
Q1621428,Q169661,,,,
Q1621428,Q170558,,,,
Q1622734,Q131364,,,,
Q1621720,Q162990,,,,
Q1621720,Q166105,,,,
Q1622122,Q157376,,,,
Q1623189,Q128109,,,,
Q1622114,Q170329,,,,
Q1622122,Q170329,,,,
Q1622734,Q159893,,,,
Q1622734,Q166105,,,,
Q1622734,Q169661,,,,
Q1623147,Q157376,,,,
Q1622889,Q169661,,,,
Q1623189,Q161345,,,,
Q1623189,Q162990,,,,
Q1623189,Q164177,,,,
Q1623147,Q166105,,,,
Q1623189,Q169637,,,,
Q1623189,Q169661,,,,
Q1624391,Q169138,,,,
Q1624391,Q172339,,,,
Q1626424,Q132893,,,,
Q1626618,Q131364,,,,
Q1626844,Q131364,,,,
Q1626442,Q159893,,,,
Q1626618,Q157376,,,,
Q1627361,Q138089,,,,
Q1626618,Q162990,,,,
Q1626424,Q169165,,,,
Q1626424,Q169661,,,,
Q1626497,Q170329,,,,
Q1626844,Q169661,,,,
Q1627447,Q159729,,,,
Q1627361,Q162990,,,,
Q1628889,Q121783,,,,
Q1627447,Q169138,,,,
Q1628889,Q138089,,,,
Q1628889,Q163480,,,,
Q1629965,Q132893,,,,
Q1628889,Q172339,,,,
Q1616754,Q572134,,,,
Q1629965,Q169661,,,,
Q1629965,Q170558,,,,
Q1631637,Q128109,,,,
Q1630655,Q162954,,,,
Q1631637,Q132893,,,,
Q1632215,Q128109,,,,
Q1631637,Q164177,,,,
Q1631637,Q169165,,,,
Q1632215,Q157376,,,,
Q1632228,Q159729,,,,
Q1632215,Q161337,,,,
Q1632228,Q162954,,,,
Q1632228,Q162990,,,,
Q1632228,Q169637,,,,
Q1632228,Q170649,,,,
Q1621417,Q572134,,,,
Q1634599,Q167253,,,,
Q1621720,Q572134,,,,
Q1627361,Q572134,,,,
Q1616777,Q976396,,,,
Q1632215,Q572134,,,,
Q1632228,Q572134,,,,
Q1626424,Q976396,,,,
Q1630655,Q976396,,,,
Q1631637,Q976396,,,,
Q1632228,Q976396,,,,
Q1616777,Q3307390,,,,
Q1626442,Q3307390,,,,
Q1628889,Q3307390,,,,
Q1627416,Q138089,1994,1995,,
Q1622153,Q170329,1978,1979,,
Q1632186,Q170558,1994,1994,,
Q1619249,Q157376,1972,1978,,
Q2326677,Q161345,1967,1968,,
Q2331010,Q157376,,1982,,
Q2326677,Q131364,1959,1965,,
Q2331010,Q132893,,1980,,
Q2331939,Q128109,1992,1993,,
Q1634970,Q161345,,,,
Q1636927,Q131364,,,,
Q1638149,Q161337,,,,
Q1638149,Q170558,,,,
Q1640846,Q121783,,,,
Q1640839,Q132893,,,,
Q1638149,Q572134,,,,
Q1636927,Q976396,,,,
Q1683887,Q159893,,,,
Q1683887,Q161345,,,,
Q1687804,Q138089,,,,
Q1693481,Q121783,,,,
Q1693481,Q131364,,,,
Q1693481,Q132893,,,,
Q1693481,Q167253,,,,
Q1693481,Q169138,,,,
Q1693481,Q169661,,,,
Q1693481,Q170329,,,,
Q1693481,Q572134,,,,
Q1738178,Q132893,,,,
Q1738178,Q157376,,,,
Q1747397,Q131371,,,,
Q1747397,Q163480,,,,
Q1747397,Q169138,,,,
Q1747397,Q169637,,,,
Q1748157,Q166105,,,,
Q1748462,Q170558,,,,
Q1748685,Q164177,,,,
Q2331939,Q159729,1991,1992,,
Q1747397,Q976396,,,,
Q2287483,Q131371,2002,2002,,
Q1887208,Q169138,,,,
Q2331010,Q131371,1980,1982,,
Q2332240,Q121783,1956,1961,,
Q2331010,Q169661,1979,1980,,
Q2060762,Q162954,,,,
Q2157582,Q159893,,,,
Q2241186,Q162954,,,,
Q2241186,Q163480,,,,
Q2241186,Q166105,,,,
Q2271388,Q138089,,,,
Q2271388,Q572134,,,,
Q2309496,Q131371,,,,
Q2308671,Q169637,,,,
Q2309496,Q157376,,,,
Q2309496,Q159893,,,,
Q2309496,Q164177,,,,
Q2309496,Q170558,,,,
Q2309496,Q170649,,,,
Q2311784,Q121783,,,,
Q2311784,Q161337,,,,
Q2311784,Q164177,,,,
Q2311784,Q166105,,,,
Q2311784,Q167253,,,,
Q2311784,Q170649,,,,
Q2316073,Q131364,,,,
Q2316073,Q157376,,,,
Q2316073,Q164177,,,,
Q2316073,Q167253,,,,
Q2316073,Q169138,,,,
Q2316073,Q169165,,,,
Q2316073,Q169637,,,,
Q2317040,Q162990,,,,
Q2317040,Q170649,,,,
Q2319183,Q121783,,,,
Q2318539,Q159729,,,,
Q2318539,Q169165,,,,
Q2318539,Q169637,,,,
Q2319183,Q162990,,,,
Q2319183,Q167253,,,,
Q2319183,Q169661,,,,
Q2327180,Q138089,,,,
Q2326677,Q166105,,,,
Q2327180,Q157376,,,,
Q2327023,Q162954,,,,
Q2327023,Q164177,,,,
Q2327023,Q167253,,,,
Q2326977,Q169165,,,,
Q2326977,Q169661,,,,
Q2327180,Q163480,,,,
Q2327180,Q166105,,,,
Q2327180,Q169637,,,,
Q2327180,Q172339,,,,
Q2329803,Q121783,,,,
Q2328645,Q169661,,,,
Q2329287,Q157376,,,,
Q2329287,Q159893,,,,
Q2329828,Q159893,,,,
Q2332240,Q169165,,,,
Q2318539,Q976396,,,,
Q2308671,Q162954,2005,2007,,
Q2331939,Q131364,1982,1991,,
Q2326677,Q138089,1968,1969,,
Q2308704,Q3307390,1995,2001,,
Q2326677,Q169165,1965,1967,,
Q2333643,Q165529,2004,2005,,
Q2632351,Q131364,2011,2012,,
Q2333643,Q572134,,2012,,
Q2400019,Q162990,February 2011,2013,,
Q2332240,Q170329,1968,1980,,
Q2332410,Q121783,,,,
Q2332410,Q128109,,,,
Q2333148,Q121783,,,,
Q2333436,Q128109,,,,
Q2332410,Q161345,,,,
Q2333436,Q132880,,,,
Q2334128,Q131364,,,,
Q2333148,Q162990,,,,
Q2333148,Q169165,,,,
Q2333436,Q161337,,,,
Q2333436,Q161345,,,,
Q2333436,Q164177,,,,
Q2333436,Q169637,,,,
Q2334047,Q162990,,,,
Q2334128,Q169637,,,,
Q2334128,Q170649,,,,
Q2336483,Q131364,,,,
Q2336483,Q159893,,,,
Q2338196,Q131371,,,,
Q2338196,Q169637,,,,
Q2339106,Q162954,,,,
Q2339106,Q165529,,,,
Q2344573,Q121783,,,,
Q2344573,Q159893,,,,
Q2344573,Q162990,,,,
Q2333148,Q572134,,,,
Q2334047,Q572134,,,,
Q2350312,Q131371,,,,
Q2350312,Q157376,,,,
Q2350312,Q167253,,,,
Q2350312,Q169637,,,,
Q2355167,Q121783,,,,
Q2355167,Q162954,,,,
Q2355167,Q169637,,,,
Q2333436,Q976396,,,,
Q2334128,Q976396,,,,
Q2396423,Q131371,,,,
Q2396423,Q157376,,,,
Q2396423,Q164177,,,,
Q2419803,Q157376,,,,
Q2450222,Q157376,,,,
Q2450222,Q161345,,,,
Q2450222,Q163480,,,,
Q2450222,Q169637,,,,
Q2450222,Q170558,,,,
Q2462787,Q138089,,,,
Q2462787,Q161337,,,,
Q2462787,Q180950,,,,
Q2481133,Q169637,,,,
Q2505131,Q159729,,,,
Q2505131,Q162954,,,,
Q2561896,Q138089,,,,
Q2561896,Q159893,,,,
Q2561896,Q169637,,,,
Q2561896,Q180950,,,,
Q2565032,Q121783,,,,
Q2565064,Q121783,,,,
Q2565032,Q131364,,,,
Q2565032,Q138089,,,,
Q2565064,Q138089,,,,
Q2565064,Q157376,,,,
Q2565064,Q159893,,,,
Q2565032,Q166105,,,,
Q2565032,Q167253,,,,
Q2565032,Q169661,,,,
Q2566442,Q131371,,,,
Q2566919,Q128109,,,,
Q2566442,Q162990,,,,
Q2573604,Q161337,,,,
Q2558243,Q976396,,,,
Q2589648,Q132893,,,,
Q2589648,Q157376,,,,
Q2604182,Q121783,,,,
Q2604182,Q159729,,,,
Q2604182,Q167253,,,,
Q2625359,Q138089,,,,
Q2625359,Q170649,,,,
Q2627251,Q121783,,,,
Q2627251,Q163480,,,,
Q2627251,Q165529,,,,
Q2627251,Q170329,,,,
Q2642159,Q161345,,,,
Q2627251,Q976396,,,,
Q2660874,Q132880,,,,
Q2701571,Q131371,,,,
Q2701571,Q572134,,,,
Q2714935,Q157376,,,,
Q2714935,Q162954,,,,
Q2714935,Q169661,,,,
Q2731878,Q131371,,,,
Q2732920,Q170558,,,,
Q2400019,Q131371,2010,2011,,
Q2700323,Q157376,2013,2015,,
Q2568175,Q167253,1982,1985,,
Q2632351,Q572134,2014,2015,,
Q3666618,Q166105,1980,1982,,
Q3751916,Q128109,1972,1973,,
Q3703054,Q128109,1966,1968,,
Q3641360,Q159893,1951,1952,,
Q3294123,Q161337,2004,2005,,
Q2897012,Q128109,1999,1999,,
Q3615449,Q157376,,1993,,
Q3559659,Q169661,1961,1963,,
Q3559659,Q161345,1970,1972,,
Q3569388,Q164177,1987,1988,,
Q3615449,Q166105,,1994,,
Q2846271,Q121783,09 April 2018,March 2019,,
Q3559659,Q162990,,1970,,
Q3559659,Q121783,1968,1970,,
Q2739148,Q164177,,,,
Q2778111,Q132893,,,,
Q2778111,Q170558,,,,
Q3641333,Q157376,1969,1973,,
Q3615449,Q159893,1992,1993,,
Q3154593,Q159729,,,,
Q3179708,Q131371,,,,
Q3664160,Q169637,,1986,,
Q3179635,Q2354728,,,,
Q3280792,Q165529,,,,
Q2778111,Q161345,2012,2014,,
Q3194911,Q169138,2017,2020,,
Q3444981,Q169637,,,,
Q3444981,Q169661,,,,
Q3664160,Q159893,,1986,,
Q3531765,Q157376,,,,
Q3531765,Q162954,,,,
Q3531765,Q163480,,,,
Q3559659,Q169165,,,,
Q3607479,Q131371,,,,
Q3613451,Q164177,,,,
Q3618485,Q161337,,,,
Q3618485,Q162954,,,,
Q3618485,Q167253,,,,
Q3618485,Q169637,,,,
Q3624252,Q170329,,,,
Q3640007,Q121783,,,,
Q3640007,Q157376,,,,
Q3639960,Q164177,,,,
Q3640007,Q166105,,,,
Q3640007,Q167253,,,,
Q3641291,Q131364,,,,
Q3641292,Q131371,,,,
Q3641335,Q159893,,,,
Q3641291,Q169661,,,,
Q3644272,Q170329,,,,
Q3646218,Q132893,,,,
Q3646329,Q161345,,,,
Q3658565,Q131364,,,,
Q3660190,Q131364,,,,
Q3665714,Q132893,,,,
Q3666689,Q167253,,,,
Q3675471,Q131371,,,,
Q3675554,Q157376,,,,
Q3675471,Q161337,,,,
Q3675471,Q169165,,,,
Q3680667,Q121783,,,,
Q3680677,Q121783,,,,
Q3680667,Q138089,,,,
Q3680677,Q161345,,,,
Q3680667,Q162954,,,,
Q3680667,Q162990,,,,
Q3660190,Q976396,,,,
Q3699432,Q169637,,,,
Q3700216,Q162990,,,,
Q3701374,Q157376,,,,
Q3701374,Q161345,,,,
Q3701374,Q164177,,,,
Q3701374,Q169637,,,,
Q3703053,Q121783,,,,
Q3703027,Q131364,,,,
Q3703896,Q131364,,,,
Q3703053,Q159729,,,,
Q3703053,Q162954,,,,
Q3703053,Q162990,,,,
Q3703053,Q166105,,,,
Q3703053,Q170329,,,,
Q3703301,Q166105,,,,
Q3703896,Q169165,,,,
Q3706957,Q131364,,,,
Q3706957,Q131371,,,,
Q3706949,Q161345,,,,
Q3706949,Q166105,,,,
Q3706949,Q169165,,,,
Q3706956,Q170329,,,,
Q3706956,Q170649,,,,
Q3718874,Q131371,,,,
Q3718838,Q157376,,,,
Q3718838,Q169661,,,,
Q3639953,Q2928124,,,,
Q3706949,Q976396,,,,
Q3746815,Q162954,,,,
Q3559659,Q131364,1963,1965,,
Q3701018,Q3128787,,,,
Q3718874,Q3360254,,,,
Q3723567,Q3360254,,,,
Q3827135,Q131364,1979,1982,,
Q3849539,Q162954,2003,2005,,
Q3776411,Q164177,1989,1990,,
Q3776411,Q131364,1990,1991,,
Q3776411,Q163480,1991,1991,,
Q3776411,Q169165,1996,1996,,
Q3775791,Q170329,1983,1985,,
Q3760461,Q169661,,1967,,
Q3776411,Q162954,1995,1995,,
Q3775791,Q161345,1985,1986,,
Q3849539,Q169637,2000,2002,,
Q3808114,Q169661,1955,1956,,
Q3814329,Q121783,1991,1992,,
Q3805795,Q138089,September 2017,2018,,
Q3849539,Q170329,1997,1999,,
Q3775791,Q128109,1986,1988,,
Q3752620,Q138089,,,,
Q3752620,Q162990,,,,
Q3752620,Q169661,,,,
Q3759443,Q121783,,,,
Q3759443,Q131371,,,,
Q3759430,Q159729,,,,
Q3760553,Q138089,,,,
Q3760872,Q131364,,,,
Q3760542,Q162954,,,,
Q3760553,Q162954,,,,
Q3760553,Q169165,,,,
Q3760553,Q169637,,,,
Q3760553,Q170329,,,,
Q3760626,Q170329,,,,
Q3760872,Q170329,,,,
Q3775764,Q162954,,,,
Q3752620,Q976396,,,,
Q3783487,Q131371,,,,
Q3783487,Q159893,,,,
Q3783483,Q161345,,,,
Q3784924,Q169661,,,,
Q3805708,Q128109,,,,
Q3806426,Q169138,,,,
Q3808336,Q121783,,,,
Q3808028,Q131371,,,,
Q3808356,Q121783,,,,
Q3808119,Q131364,,,,
Q3808335,Q128109,,,,
Q3808015,Q138089,,,,
Q3808386,Q128109,,,,
Q3808305,Q131364,,,,
Q3808386,Q138089,,,,
Q3808701,Q131364,,,,
Q3808386,Q159893,,,,
Q3807995,Q172339,,,,
Q3808335,Q164177,,,,
Q3808362,Q167253,,,,
Q3808335,Q169637,,,,
Q3808335,Q169661,,,,
Q3808336,Q169661,,,,
Q3808382,Q170329,,,,
Q3808382,Q170558,,,,
Q3809081,Q159893,,,,
Q3809170,Q157376,,,,
Q3809081,Q162990,,,,
Q3809172,Q162954,,,,
Q3809172,Q167253,,,,
Q3809172,Q169138,,,,
Q3809172,Q169661,,,,
Q3809172,Q170649,,,,
Q3809703,Q169165,,,,
Q3810961,Q161345,,,,
Q3814335,Q128109,,,,
Q3814492,Q131364,,,,
Q3814814,Q131371,,,,
Q3814332,Q157376,,,,
Q3814512,Q159729,,,,
Q3814332,Q170329,,,,
Q3814332,Q170558,,,,
Q3814814,Q166105,,,,
Q3814814,Q167253,,,,
Q3814814,Q169138,,,,
Q3815277,Q167253,,,,
Q3808335,Q572134,,,,
Q3809703,Q572134,,,,
Q3776411,Q138089,1991,1993,,
Q3808356,Q976396,,,,
Q3808382,Q976396,,,,
Q3808386,Q976396,,,,
Q3809213,Q976396,,,,
Q3837069,Q157376,,,,
Q3837069,Q169637,,,,
Q3837069,Q169661,,,,
Q3838976,Q132893,,,,
Q3838976,Q138089,,,,
Q3838976,Q162990,,,,
Q3849433,Q162954,,,,
Q3849433,Q169165,,,,
Q3838976,Q572134,,,,
Q3759443,Q3128787,,,,
Q3783487,Q3128787,,,,
Q3808017,Q3360254,,,,
Q3809519,Q169661,1949,1951,,
Q3760461,Q572134,1972,1973,,
Q3854321,Q169661,1992,1993,,
Q3854325,Q159729,2005,2005,,
Q3854325,Q159729,2006,2006,,
Q3973366,Q976396,1979,1980,,
Q4120761,Q513372,,,,
Q3935021,Q166105,1975,1976,,
Q3973366,Q169661,1980,1980,,
Q4490728,Q131371,,,,
Q3935021,Q167253,1973,1974,,
Q4732527,Q131364,,,,
Q3935021,Q121783,1969,1971,,
Q4738115,Q161345,,,,
Q4821393,Q131364,,,,
Q4912879,Q138089,,,,
Q4933485,Q157376,,,,
Q4962407,Q131371,,,,
Q4977398,Q166105,,,,
Q3935021,Q162990,1971,1973,,
Q5228882,Q157376,,,,
Q5256411,Q131364,,,,
Q5256411,Q159893,,,,
Q5325864,Q162990,,,,
Q5318021,Q976396,,,,
Q5292173,Q2928124,,,,
Q5482711,Q131371,,,,
Q5525214,Q162954,,,,
Q5586369,Q170558,,,,
Q6372315,Q170558,2015,,,
Q5837659,Q169165,,,,
Q3935021,Q170649,1974,1975,,
Q6197670,Q138089,,,,
Q6402649,Q131364,,,,
Q3973366,Q169165,1979,1979,,
Q6710069,Q131364,,,,
Q6768132,Q132880,,,,
Q6847779,Q162954,,,,
Q6921642,Q131371,,,,
Q6921450,Q169661,,,,
Q3862090,Q162954,1975,1977,,
Q3993254,Q572134,1967,1968,,
Q3992239,Q131371,1954,1956,,
Q3854075,Q131371,,,,
Q3854063,Q170329,,,,
Q3857364,Q128109,,,,
Q3857391,Q131364,,,,
Q3857364,Q138089,,,,
Q3857391,Q159893,,,,
Q3857364,Q164177,,,,
Q3857391,Q166105,,,,
Q3857391,Q169165,,,,
Q3857364,Q170558,,,,
Q3857364,Q170649,,,,
Q3857437,Q169165,,,,
Q3860045,Q166105,,,,
Q3854072,Q572134,,,,
Q3870574,Q131364,,,,
Q3909901,Q159893,,,,
Q3930034,Q121783,,,,
Q3929791,Q169661,,,,
Q3930034,Q163480,,,,
Q3930034,Q169637,,,,
Q3930034,Q172339,,,,
Q3930616,Q159893,,,,
Q3931724,Q128109,,,,
Q3930616,Q169661,,,,
Q3931724,Q169661,,,,
Q3931724,Q170329,,,,
Q3931731,Q167253,,,,
Q3935041,Q128109,,,,
Q3934732,Q159729,,,,
Q3934757,Q161345,,,,
Q3934757,Q162954,,,,
Q3934866,Q159729,,,,
Q3934757,Q163480,,,,
Q3934757,Q167253,,,,
Q3934757,Q172339,,,,
Q3941143,Q162954,,,,
Q3940982,Q169661,,,,
Q3941142,Q167253,,,,
Q3934732,Q572134,,,,
Q3934740,Q572134,,,,
Q3858085,Q3360254,,,,
Q3973462,Q131364,,,,
Q3973345,Q159893,,,,
Q3973345,Q161345,,,,
Q3973462,Q159893,,,,
Q3973345,Q167253,,,,
Q3973358,Q167253,,,,
Q3992485,Q121783,,,,
Q3992485,Q131364,,,,
Q3992485,Q159893,,,,
Q3992485,Q162954,,,,
Q3993237,Q169661,,,,
Q3992485,Q572134,,,,
Q4017908,Q121783,,,,
Q4017908,Q169661,,,,
Q4018597,Q162954,,,,
Q4020210,Q162954,,,,
Q4020223,Q162954,,,,
Q4018612,Q572134,,,,
Q3934925,Q3360254,,,,
Q719891,Q131371,1955,1964,,
Q573036,Q169661,,,,
Q574060,Q157376,,,,
Q574060,Q159729,,,,
Q574060,Q159893,,,,
Q574060,Q164177,,,,
Q574060,Q167253,,,,
Q574060,Q169661,,,,
Q578465,Q131371,,,,
Q578465,Q132893,,,,
Q578465,Q159893,,,,
Q578465,Q167253,,,,
Q578465,Q172339,,,,
Q583380,Q159893,,,,
Q597939,Q159893,,,,
Q599161,Q138089,,,,
Q599161,Q169637,,,,
Q599161,Q169661,,,,
Q600960,Q157376,,,,
Q600960,Q166105,,,,
Q600960,Q167253,,,,
